DX200,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),Notes
,,,,,YSF21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF21 board. Save the CMOS.BIN before replace the board to be safe. Replace the YSF21 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
- YCP21 board",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
- YIF01 board",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
0301,VERIFY ERROR(OVERRUN INPUT SET),"The DX200 verifies if the parameter specification is the same as the OT signal information.
This alarm occurs if the DX200 detects an error in the verification process.",,"Sub Code: Control group

Parameter specification and OT signal information are wrong",Setting error,"(1)Check the following settings.
- Connection settings (OT) in maintenance mode",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
0302,VERIFY ERROR(YSF25 HARDWARE SET),"The DX200 verifies if the parameter specification is the special hardware setting.
This alarm occurs if the DX200 detects an error in the verification process.",0,,Setting error,"(1)Check the following settings.
- Connection settings function safety in maintenance mode",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
0310,VERIFY ERROR(CMOS MEMORY SIZE),The DX200 verifies that the YIF01 board type (CMOS memory size) which is detected during the startup is the same as the type set at the time of system configuration. This alarm occurs if the DX200 detects an error in the verification process.,,The CMOS memory capacity is different from its initial setting.,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP21 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP21 board, and then remove the CF from the failure YCP21 board to insert it into the new YCP21 board.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
0320,VERIFY ERROR(I/O MODULE),The DX200 verifies that the I/O module which is detected during the startup is the same as the module set at the time of system configuration. This alarm occurs if the DX200 detects an error in the verification process.,0,The I/O module connected to the PCI express bus is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
- The YIO board type connected to YSF22.
- The rotary switch setting which specifies slot numbers of each I/O module
- I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The M2 communications cable which I/O module of the corresponding node number
- (In case of M2 communications last station) Terminator
- 24V power of the corresponding I/O module",,,,HWC
,,,,,I/O module failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,YSF22 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YSF22 board. Save the CMOS.BIN before replace the board to be safe. Replace the YSF22 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,1,The I/O module connected to the serial bus #1 is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
- The rotary switch setting which specifies slot numbers of each I/O module
- I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The M2 communications cable which I/O module of the corresponding node number
- (In case of M2 communications last station) Terminator
- 24V power of the corresponding I/O module",,,,HWC
,,,,,I/O module failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,2,The I/O module connected to the serial bus #2 is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
- The rotary switch setting which specifies slot numbers of each I/O module
- I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The M2 communications cable which I/O module of the corresponding node number
- (In case of M2 communications last station) Terminator
- 24V power of the corresponding I/O module",,,,HWC
,,,,,I/O module failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,3,The I/O module connected to the serial bus #3 is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
- The rotary switch setting which specifies slot numbers of each I/O module
- I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The M2 communications cable which I/O module of the corresponding node number
- (In case of M2 communications last station) Terminator
- 24V power of the corresponding I/O module",,,,HWC
,,,,,I/O module failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,4,The I/O module connected to the serial bus #4 is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
- The rotary switch setting which specifies slot numbers of each I/O module
- I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The M2 communications cable which I/O module of the corresponding node number
- (In case of M2 communications last station) Terminator
- 24V power of the corresponding I/O module",,,,HWC
,,,,,I/O module failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,5,The I/O module connected to the serial bus #5 is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
- The rotary switch setting which specifies slot numbers of each I/O module
- I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The M2 communications cable which I/O module of the corresponding node number
- (In case of M2 communications last station) Terminator
- 24V power of the corresponding I/O module",,,,HWC
,,,,,I/O module failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,6,The I/O module connected to the serial bus #6 is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
- The rotary switch setting which specifies slot numbers of each I/O module
- I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The M2 communications cable which I/O module of the corresponding node number
- (In case of M2 communications last station) Terminator
- 24V power of the corresponding I/O module",,,,HWC
,,,,,I/O module failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,7,The I/O module connected to the serial bus #7 is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
- The rotary switch setting which specifies slot numbers of each I/O module
- I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The M2 communications cable which I/O module of the corresponding node number
- (In case of M2 communications last station) Terminator
- 24V power of the corresponding I/O module",,,,HWC
,,,,,I/O module failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,8,The I/O module connected to the serial bus #8 is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
- The rotary switch setting which specifies slot numbers of each I/O module
- I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The M2 communications cable which I/O module of the corresponding node number
- (In case of M2 communications last station) Terminator
- 24V power of the corresponding I/O module",,,,HWC
,,,,,I/O module failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,9,The I/O module connected to the serial bus #9 is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
- The rotary switch setting which specifies slot numbers of each I/O module
- I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The M2 communications cable which I/O module of the corresponding node number
- (In case of M2 communications last station) Terminator
- 24V power of the corresponding I/O module",,,,HWC
,,,,,I/O module failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,10,The I/O module connected to the serial bus #10 is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
- The rotary switch setting which specifies slot numbers of each I/O module
- I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The M2 communications cable which I/O module of the corresponding node number
- (In case of M2 communications last station) Terminator
- 24V power of the corresponding I/O module",,,,HWC
,,,,,I/O module failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,11,The I/O module connected to the serial bus #11 is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
- The rotary switch setting which specifies slot numbers of each I/O module
- I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The M2 communications cable which I/O module of the corresponding node number
- (In case of M2 communications last station) Terminator
- 24V power of the corresponding I/O module",,,,HWC
,,,,,I/O module failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,12,The I/O module connected to the serial bus #12 is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
- The rotary switch setting which specifies slot numbers of each I/O module
- I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The M2 communications cable which I/O module of the corresponding node number
- (In case of M2 communications last station) Terminator
- 24V power of the corresponding I/O module",,,,HWC
,,,,,I/O module failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,13,The I/O module connected to the serial bus #13 is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
- The rotary switch setting which specifies slot numbers of each I/O module
- I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The M2 communications cable which I/O module of the corresponding node number
- (In case of M2 communications last station) Terminator
- 24V power of the corresponding I/O module",,,,HWC
,,,,,I/O module failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,14,The I/O module connected to the serial bus #14 is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
- The rotary switch setting which specifies slot numbers of each I/O module
- I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- The M2 communications cable which I/O module of the corresponding node number
- (In case of M2 communications last station) Terminator
- 24V power of the corresponding I/O module",,,,HWC
,,,,,I/O module failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,15,The EtherNet/IP(CPU Board) settings and the function registered in the IO module are different.,Setting error,"Check the following settings.
(1)EtherNet/IP(CPU Board) setting in maintenance mode
(2)IO module setting in maintenance mode
For details on the setting method, refer to the OPTIONS INSTRUCTIONS EtherNet/IP COMMUNICATION FUNCTION(FOR STANDARD LAN PORT).",,,,HWC
,,,,,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP21 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP21 board, and then remove the CF from the failure YCP21 board to insert it into the new YCP21 board.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,16,The I/O module connected to the 1st PCI bus is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
- PCI slot number in which each PCI board is mounted
- I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following connector.
- The PCI connector of the corresponding I/O module",,,,HWC
,,,,,I/O module failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
- The corresponding I/O module (PCI board)",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,17,The I/O module connected to the 2nd PCI bus is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
- PCI slot number in which each PCI board is mounted
- I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following connector.
- The PCI connector of the corresponding I/O module",,,,HWC
,,,,,I/O module failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
- The corresponding I/O module (PCI board)",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,18,The I/O module connected to the 3rd PCI bus is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
- PCI slot number in which each PCI board is mounted
- I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following connector.
- The PCI connector of the corresponding I/O module",,,,HWC
,,,,,I/O module failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
- The corresponding I/O module (PCI board)",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,19,The I/O module connected to the 4th PCI bus is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
- PCI slot number in which each PCI board is mounted
- I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting.",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following connector.
- The PCI connector of the corresponding I/O module",,,,HWC
,,,,,I/O module failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
- The corresponding I/O module (PCI board)",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
0330,VERIFY ERROR(APPLICATION),The DX200 verifies that the application parameters are correctly set during a startup process. This alarm occurs if the DX200 detects an error in the verification process.,,,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP21 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP21 board, and then remove the CF from the failure YCP21 board to insert it into the new YCP21 board.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
0340,VERIFY ERROR(SENSOR FUNCTION),The DX200 verifies that the sensor parameters are correctly set during a startup process. This alarm occurs if the DX200 detects an error in the verification process.,,,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP21 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP21 board, and then remove the CF from the failure YCP21 board to insert it into the new YCP21 board.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
0350,VERIFY ERROR(DEVICENET ALLOC FL),"The communication setting of the DeviceNet needs to be recorded when JARCR-XFB01B (DeviceNet board) is used as a communication master.The file with these records are called the DeviceNet allocation file. 
DX200 checks if the file is appropriate with the system when turning the power ON.",0,"The station No. specified by the DeviceNet allocation file1 is incorrect (the station No. is out of the allowable range, or the specified station board is not the DeviceNet master).",Setting error,"(1)Check the following settings.
[XFB01 board]
- The settings of the objective DeviceNet allocation file
- The I/O module settings of the objective DeviceNet board in maintenance mode
- The DeviceNet allocation of the I/O module in maintenance mode",,,,HWC
,,,,,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP21 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP21 board, and then remove the CF from the failure YCP21 board to insert it into the new YCP21 board.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,1,The MAC_ID specified by the DeviceNet allocation file1 is not consistent with the MAC_ID of the specified station board.,Setting error,"(1)Check the following settings.
[XFB01 board]
- The settings of the objective DeviceNet allocation file
- The I/O module settings of the objective DeviceNet board in maintenance mode
- The DeviceNet allocation of the I/O module in maintenance mode",,,,HWC
,,,,,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP21 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP21 board, and then remove the CF from the failure YCP21 board to insert it into the new YCP21 board.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
,,,2,Inconsistency was detected in the scan list of the DeviceNet allocation file1.,Setting error,"(1)Check the following settings.
[XFB01 board]
- The settings of the objective DeviceNet allocation file
- The I/O module settings of the objective DeviceNet board in maintenance mode
- The DeviceNet allocation of the I/O module in maintenance mode",,,,HWC
,,,,,YCP21 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP21 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP21 board, and then remove the CF from the failure YCP21 board to insert it into the new YCP21 board.",,,,HWC
,,,,,YIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,other,"If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,HWC
