YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),Notes
,,,6,The gain of left gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute left gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
,,,7,The gain of right gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute right gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
,,,8,The offset of left gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute left gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
,,,9,The offset of right gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute right gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
,,,10,"The left side gauge sensor port number is wrong in GAUGEON command. It is set the parameter, SxE020-026.",Setting error,"(1)Set good value to the parameter of left side gauge sensor port number,SxE020-026.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
,,,11,"The right side gauge sensor port number is wrong in GAUGEON command. It is set the parameter, SxE020-026.",Setting error,"(1)Set good value to the parameter of right side gauge sensor port number,SxE020-026.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
,,,12,The gain of left side gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute left side gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
,,,13,The gain of right side gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute right side gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
,,,14,The offset of left side gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute left side gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
,,,15,The offset of right side gauge sensor is not set in GAUGEON command. It is  set in Gauge specification file.,Setting error,"(1)Execute right side gauge sensor calibration.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
5061,SENSOR NO. SETTING ERROR,Same Sensor number is set in GAUGEON command.,0,Left and right gauge sensor number are same.,Setting error,"(1)Set different sensor number between left and right.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
,,,1,Left and left side gauge sensor number are same.,Setting error,"(1)Set different sensor number between left and left side.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
,,,2,Left and right side gauge sensor number are same.,Setting error,"(1)Set different sensor number between left and right side.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
,,,3,Right and Left side gauge sensor number are same.,Setting error,"(1)Set different sensor number between right and left side.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
,,,4,Right and Right side gauge sensor number are same.,Setting error,"(1)Set different sensor number between right and right side.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
,,,5,Left side and right side gauge sensor number are same.,Setting error,"(1)Set different sensor number between left side and right side.
(2)Turn the power OFF then back ON.
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
5062,GAUGING CORRECTION OVER,The mount of gauging correction exceed maximum correction during gauging.,,"Sub code : correction type
0000_0001 :Position correction(Y direction) exceed the maximum corection,SxE054.
0000_0010 :Posture correction exceed the maximum corection,SxE055.
0000_0100 :Position correction(X direction) exceed the maximum corection,SxE075.",Setting error,"(1)Check the contact state between the gauge sensor and the steel plate.
(2)Check the  gauge sensor value and the connection.
(3)Check the parameters, maximum position correction(Y direction)(SxE054), maximum posture correction(SxE055) and maximum position correction(X direction)(SxE075).
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
5063,LEFT SENSOR VALUE NOT CHANGED,Left gauge sensor value does not change amount(SxE038) in the checking time(SxE031).,,,Setting error,"(1)Check the contact state between the gauge sensor and the steel plate.
(2)Check the  gauge sensor value and the connection.
(3)Check the parameters, unchanged amount of sensor value(SxE038) and sensor value unchanged time(SxE031).
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
5064,RIGHT SENSOR VALUE NOT CHANGED,Right gauge sensor value does not change amount(SxE038) during checking time(SxE031).,,,Setting error,"(1)Check the contact state between the gauge sensor and the steel plate.
(2)Check the  gauge sensor value and the connection.
(3)Check the parameters, unchanged amount of sensor value(SxE038) and sensor value unchanged time(SxE031).
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
5065,ILLEGAL SENSOR VALUE,"Gauge sensor value is smaller than minimum sensor value(SxE035), or greater than maximum sensor value(SxE036) during gauging.",,"Sub code : Gauge sensor type
0000_0001 :Left gauge sensor.
0000_0010 :Right gauge sensor.
0000_0100 :Side gauge sensor.",Setting error,"(1)Check the contact state between the gauge sensor and the steel plate.
(2)Check the  gauge sensor value and the connection.
(3)Check the parameters, minimum sensor value(SxE035) and maximum sensor value(SxE036) 
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
5067,LNR SCALE POSITION LIMIT,The linear scale value exceeds plus or minus21 m.,,,Linear scale or the connection failure,"(1)Check the  linear scale value and the connection.
(2)Check the position resolution in Linear scale specification file.",,,,Bendling
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
5068,LNR SCALE COUNTER LIMIT,The linear scale position counter pulse is overflowed.,,,Linear scale or the connection failure,Check the  linear scale value and the connection.,,,,Bendling
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
5069,SIDE SENSOR VALUE NOT CHANGED,Side gauge sensor value does not change amount(SxE038) in the checking time(SxE031).,,,Setting error,"(1)Check the contact state between the gauge sensor and the steel plate.
(2)Check the  gauge sensor value and the connection.
(3)Check the parameters, unchanged amount of sensor value(SxE038) and sensor value unchanged time(SxE031).
(3)Turn the power OFF then back ON.
(4)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Bendling
5070,WORK IN/NOT DATA OVER FLOW,The WORK IN/NOT shift data overflow.,,,Data error,"Check the shift data and the actual workpiece status.
If any inconsistency is found, delete the shift data and prepare newly the shift data.",,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
5071,WORK ID. DATA OVER FLOW,WORK ID shift data overflow.,,,Data error,"Check the shift data and the actual workpiece status.
If any inconsistency is found, delete the shift data and prepare newly the shift data.",,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
5072,START SHIFT DATA OVER FLOW,Start shift data overflow.,,,Data error,"Check the shift data and the actual workpiece status.
If any inconsistency is found, delete the shift data and prepare newly the shift data.",,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
5073,TRACKING AREA DATA OVER FLOW,Shift section data overflow.,,,Data error,"Check the tracking area data in the synchronized section and the actual workpiece status.
If any inconsistency is found, delete the shift data in the synchronized section and prepare newly the shift data.",,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
5074,TRACKING AREA DATA NOT FOUND,,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
5075,ENCODER STOP ERROR(CONVEYOR),"The encoder was not in suspend status
when the control power supply was
turned ON.",,,Data error,"Check the shift data and the actual workpiece status.
If any inconsistency is found, delete the shift data and prepare newly the shift data.",,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
5076,TRACK AREA IN/NOT DATA POS LMT,"The WORK IN/NOT data of the first
workpiece in the synchronized section
exceeds the preset value.",,,Data error,Delete the WORK IN/NOT data in the synchronized section.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
5077,TRACKING AREA ID DATA POS LMT,"The WORK ID data of the first workpiece in the synchronized section
exceeds the preset value.",,,Data error,Delete the WORK ID data in the synchronized section.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
5078,CVQUE can't exec. under tracking,CVQUE exec under tracking. ,,,Setting error,Check the JOB.,,,,Conveyor
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,Conveyor
5080,SYSTEM ERROR(WEAV.SYNC.),,,,,,,,,ｳｨｰﾋﾞﾝｸﾞ同期
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,ｳｨｰﾋﾞﾝｸﾞ同期
5081,WEAV.SYNC. PROCESS ERROR,,,,,,,,,ｳｨｰﾋﾞﾝｸﾞ同期
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,ｳｨｰﾋﾞﾝｸﾞ同期
5090,SYSTEM ERROR (REMOTE LASER),Galvano BOX version acquisition failed,60,CAN transmission error when requesting version acquisition,Galvano BOX（equipment failed),Turn the power OFF then back ON.,,,,REMOTE LASER
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,REMOTE LASER
,,,61,CAN reception error when requesting version acquisition,Galvano BOX（equipment failed),Turn the power OFF then back ON.,,,,REMOTE LASER
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,REMOTE LASER
,,,62,"When requesting to acquire version information, the waiting time for receiving CAN communication has timed up.",Galvano BOX（equipment failed),Turn the power OFF then back ON.,,,,REMOTE LASER
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,REMOTE LASER
,,,63,The firmware version number of the SMB board is incorrect.,The firmware version information of the SMB board in the Galvano BOX acquired by CAN communication is abnormal.,Turn the power OFF then back ON.,,,,REMOTE LASER
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,REMOTE LASER
,,,64,The firmware version number of the CAN-LVDS board is incorrect.,The firmware version information of the CAN-LVDS board in the Galvano BOX acquired by CAN communication is abnormal.,Turn the power OFF then back ON.,,,,REMOTE LASER
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,REMOTE LASER
,,SMB board's CPUs in Galvano BOX detects abnormality.,250,"The meaning when the numerical value of the subcode is large is as follows.
[AAAABBBB]
AAAA:CPU-A's error code, BBBB:CPU-B's error code","For details on the error code, refer to ""Remote Laser Function Manual for Small Galvano Scanner Head"".",Turn the power OFF then back ON.,,,,REMOTE LASER
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,REMOTE LASER
5091,REMOTE LASER PROCESSING ERROR,Detected situation that Galvano BOX version not acquired,271,Laser welding was executed without the Galvano BOX version information.,It remains in the state where the acquisition of the version information of the firmware in the Galvano BOX has failed.,Turn the power OFF then back ON.,,,,REMOTE LASER
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,REMOTE LASER
5100,VERIFY ERROR(PRESS COND FILE),Incorrect setting of the press condition file.,,,Setting error,Check if the press condition file is correctly set. ,,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
5101,PRESS COUNTER LIMIT,Press position counter pulse overflow.,,,Setting error,Check that correct press position pulse is sent to MP2110.,,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
5102,PRESS POSITION LIMIT,Press position error was detected.,,,Setting error,"(1)Review the resolution value in the Press condition file. 
(2)If the alarm occurs again, save the CMOS.BIN in maintenance mode, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
5104,PRESS ENCODER DATA ERROR,Press encoder data wasn't acquired correctly. ,,,Encoder(Equipment abnormality),"Check if the press encoder is connected correctly. If the alarm occurs again, cycle the power of the controller or press-encoder power.  ",,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
5120,VERIFY ERROR(SENSOR PARAMETER),An operation error occurred when parameter calculation was performed from the data of the press condition data file on the ACP 02 board.,0,Parameter error in USE setting (Press Condition Data file 1),Setting error,Check the USE setting (Press Condition Data file 1),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,1,Parameter error in PORT NO. setting (Press Condition Data file 1),Setting error,Check the PORT NO. setting. (Press Condition Data file 1),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,2,Parameter error in BROKEN LINE DETECT setting (Press Condition Data file 1),Setting error,Check the BROKEN LINE DETECT setting. (Press Condition Data file 1),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,3,Parameter error in ENCODER INPUT setting (Press Condition Data file 1),Setting error,Check the ENCODER INPUT setting. (Press Condition Data file 1),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,4,Parameter error in ENCODER SIGN setting (Press Condition Data file 1),Setting error,Check the ENCODER SIGN setting. (Press Condition Data file 1),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,5,Parameter error in CORRECTION setting (Press Condition Data file 1),Setting error,Check the CORRECTION setting. (Press Condition Data file 1),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,6,Parameter error in AVERAGED TRAVEL TIME setting (Press Condition Data file 1),Setting error,Check the AVERAGED TRAVEL TIME setting. (Press Condition Data file 1),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,7,Parameter error in RESOLUTION setting (Press Condition Data file 1),Setting error,Check the RESOLUTION setting. (Press Condition Data file 1),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,100,Parameter error in USE setting (Press Condition Data file 2),Setting error,Check the USE setting (Press Condition Data file 2),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,101,Parameter error in PORT NO. setting (Press Condition Data file 2),Setting error,Check the PORT NO. setting. (Press Condition Data file 2),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,102,Parameter error in BROKEN LINE DETECT setting (Press Condition Data file 2),Setting error,Check the BROKEN LINE DETECT setting. (Press Condition Data file 2),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,103,Parameter error in ENCODER INPUT setting (Press Condition Data file 2),Setting error,Check the ENCODER INPUT setting. (Press Condition Data file 2),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,104,Parameter error in ENCODER SIGN setting (Press Condition Data file 2),Setting error,Check the ENCODER SIGN setting. (Press Condition Data file 2),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,105,Parameter error in CORRECTION setting (Press Condition Data file 2),Setting error,Check the CORRECTION setting. (Press Condition Data file 2),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,106,Parameter error in AVERAGED TRAVEL TIME setting (Press Condition Data file 2),Setting error,Check the AVERAGED TRAVEL TIME setting. (Press Condition Data file 2),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,107,Parameter error in RESOLUTION setting (Press Condition Data file 2),Setting error,Check the RESOLUTION setting. (Press Condition Data file 2),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,200,Parameter error in USE setting (Press Condition Data file 3),Setting error,Check the USE setting (Press Condition Data file 3),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,201,Parameter error in PORT NO. setting (Press Condition Data file 3),Setting error,Check the PORT NO. setting. (Press Condition Data file 3),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,202,Parameter error in BROKEN LINE DETECT setting (Press Condition Data file 3),Setting error,Check the BROKEN LINE DETECT setting. (Press Condition Data file 3),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,203,Parameter error in ENCODER INPUT setting (Press Condition Data file 3),Setting error,Check the ENCODER INPUT setting. (Press Condition Data file 3),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,204,Parameter error in ENCODER SIGN setting (Press Condition Data file 3),Setting error,Check the ENCODER SIGN setting. (Press Condition Data file 3),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,205,Parameter error in CORRECTION setting (Press Condition Data file 3),Setting error,Check the CORRECTION setting. (Press Condition Data file 3),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,206,Parameter error in AVERAGED TRAVEL TIME setting (Press Condition Data file 3),Setting error,Check the AVERAGED TRAVEL TIME setting. (Press Condition Data file 3),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,207,Parameter error in RESOLUTION setting (Press Condition Data file 3),Setting error,Check the RESOLUTION setting. (Press Condition Data file 3),,,,PRESS
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,PRESS
,,,,,,,,,,PRESS
,,,,,,,,,,PRESS
5131,ADAPTIVE CONTROL FUNCTION SYSTEM ERROR,An error occurred in the adaptive control function system settings.,10,The analog input setting is not the voltage setting.,System error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,11,Log data output error,System error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,20,The adaptive control configuration file does not exist.,System error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,21,Adaptive control configuration file acquisition timeout,System error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,22,Adaptive control configuration file error,System error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,23,The adaptive control filter file does not exist.,System error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,24,Adaptive control filter file acquisition timeout,System error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,25,Adaptive control filter file error,System error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,26,The adaptive control welding condition file does not exist.,System error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,27,Adaptive control welding condition file acquisition timeout,System error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,28,Adaptive control welding condition file error,System error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,29,Offline command execution error,System error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,50,Parameter error when executing skill command,System error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,60,Request error when requesting real-time processing,System error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,80,Error during analog output,System error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,81,Error during analog input,System error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,82,Constant current control execution error,System error,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,Adaptive control
,,,5000,PARAMETER ERROR:SE000,PARAMETER ERROR,Make sure value 112 is set.,,,,Adaptive control
,,,5001,PARAMETER ERROR:SE001,PARAMETER ERROR,Make sure value 2 is set.,,,,Adaptive control
,,,5002,PARAMETER ERROR:SE002,PARAMETER ERROR,Make sure value 2000 is set.,,,,Adaptive control
,,,5011,PARAMETER ERROR:SE011,PARAMETER ERROR,Make sure value 999 is set.,,,,Adaptive control
,,,5012,PARAMETER ERROR:SE012,PARAMETER ERROR,Make sure value 1202 is set.,,,,Adaptive control
,,,5013,PARAMETER ERROR:SE013,PARAMETER ERROR,Make sure value 1203 is set.,,,,Adaptive control
,,,5014,PARAMETER ERROR:SE014,PARAMETER ERROR,Make sure value 1204 is set.,,,,Adaptive control
,,,5015,PARAMETER ERROR:SE015,PARAMETER ERROR,"Make sure value 1-4 is set.
Also, Make sure value that the settings are not the same as SE017.",,,,Adaptive control
,,,5016,PARAMETER ERROR:SE016,PARAMETER ERROR,Make sure value 1205 is set.,,,,Adaptive control
,,,5017,PARAMETER ERROR:SE017,PARAMETER ERROR,"Make sure value 1-4 is set.
Also, Make sure value that the settings are not the same as SE015.",,,,Adaptive control
,,,5018,PARAMETER ERROR:SE018,PARAMETER ERROR,Make sure value 1009 is set.,,,,Adaptive control
,,,5019,PARAMETER ERROR:SE019,PARAMETER ERROR,Make sure value 5 is set.,,,,Adaptive control
,,,5020,PARAMETER ERROR:SE020,PARAMETER ERROR,Make sure value 1206 is set.,,,,Adaptive control
,,,5021,PARAMETER ERROR:SE021,PARAMETER ERROR,Make sure value 1-1500 is set.,,,,Adaptive control
,,,5023,PARAMETER ERROR:SE023,PARAMETER ERROR,Make sure value 1223 is set.,,,,Adaptive control
,,,5024,PARAMETER ERROR:SE024,PARAMETER ERROR,Make sure value 100 is set.,,,,Adaptive control
,,,5025,PARAMETER ERROR:SE025,PARAMETER ERROR,Make sure value 49 is set.,,,,Adaptive control
,,,5026,PARAMETER ERROR:SE026,PARAMETER ERROR,Make sure value 210 is set.,,,,Adaptive control
,,,5027,PARAMETER ERROR:SE027,PARAMETER ERROR,Make sure value 52 is set.,,,,Adaptive control
,,,5028,PARAMETER ERROR:SE028,PARAMETER ERROR,Make sure value 1217 is set.,,,,Adaptive control
,,,5029,PARAMETER ERROR:SE029,PARAMETER ERROR,Make sure value 1218 is set.,,,,Adaptive control
,,,5030,PARAMETER ERROR:SE030,PARAMETER ERROR,Make sure value 1219 is set.,,,,Adaptive control
,,,5031,PARAMETER ERROR:SE031,PARAMETER ERROR,Make sure value 1220 is set.,,,,Adaptive control
,,,5032,PARAMETER ERROR:SE032,PARAMETER ERROR,Make sure value 691 is set.,,,,Adaptive control
,,,5033,PARAMETER ERROR:SE033,PARAMETER ERROR,Make sure value 711 is set.,,,,Adaptive control
