YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,}•\1,}•\2,ŹÚŤ×ŕ–ľ(‹ZŹpŽŇ—p),Notes
,,,5783,Error 783 : OUTSIDE OF VOLTAGE SETTING FORCED STOP (Low) occurred in the welder5.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) Check if the range set in C parameter C75(Judgment range for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Uint:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,6783,Error 783 : OUTSIDE OF VOLTAGE SETTING FORCED STOP (Low) occurred in the welder6.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) Check if the range set in C parameter C75(Judgment range for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Uint:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,7783,Error 783 : OUTSIDE OF VOLTAGE SETTING FORCED STOP (Low) occurred in the welder7.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) Check if the range set in C parameter C75(Judgment range for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Uint:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,8783,Error 783 : OUTSIDE OF VOLTAGE SETTING FORCED STOP (Low) occurred in the welder8.,Arc welding power source error,"The weld voltage command value and the weld voltage output value are different. Please check the following.
(1) Check if the weld voltage command is not too low or too high.
(2) Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(3) Check if the wire, shield gas, weld type, grounding are correctly set.
(4) Check if the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(5) Check if the wire stick out is not excessively short or long.
(6) Check if the range set in C parameter C72(Average calculation time used for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Unit:0.1s)) of the MOTOWELD is not too narrow.
(7) Check if the range set in C parameter C75(Judgment range for OUTSIDE OF VOLTAGE.SETTING FORCED STOP(Uint:0.1V)) of the MOTOWELD is not too narrow.",,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
6055,VEW01 WATCHDOG SIGNAL ERROR,A watchdog signal error occurred on VEW01.,1,A watchdog signal error occurred on VEW01 (welder1).,CIO ladder error,The watchdog signal updated by the CIO ladder has stopped. Reboot the robot controller.,,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,2,A watchdog signal error occurred on VEW01 (welder2).,CIO ladder error,The watchdog signal updated by the CIO ladder has stopped. Reboot the robot controller.,,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,3,A watchdog signal error occurred on VEW01 (welder3).,CIO ladder error,The watchdog signal updated by the CIO ladder has stopped. Reboot the robot controller.,,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,4,A watchdog signal error occurred on VEW01 (welder4).,CIO ladder error,The watchdog signal updated by the CIO ladder has stopped. Reboot the robot controller.,,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,5,A watchdog signal error occurred on VEW01 (welder5).,CIO ladder error,The watchdog signal updated by the CIO ladder has stopped. Reboot the robot controller.,,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,6,A watchdog signal error occurred on VEW01 (welder6).,CIO ladder error,The watchdog signal updated by the CIO ladder has stopped. Reboot the robot controller.,,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,7,A watchdog signal error occurred on VEW01 (welder7).,CIO ladder error,The watchdog signal updated by the CIO ladder has stopped. Reboot the robot controller.,,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
,,,8,A watchdog signal error occurred on VEW01 (welder8).,CIO ladder error,The watchdog signal updated by the CIO ladder has stopped. Reboot the robot controller.,,,,(R‹ZW)
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZW)
6057,CC-Link COMMUNICATION ERROR,A CC-Link communication error has been detected.,,"Sub code: Indicates a communication target station that has detected a communication error in 6-digit decimal [XX Y ZZZ] format.
@XX : IO module number
@Y : Channel number (always ""0"")
@ZZZ: Communication station number (always ""000"")
",Setting error,"Check followings.
(1) Check that the CC-Link communication settings are correct.
(2) Check that the communication settings of the communication master (PLC) and the communication settings of the YRC1000 match.",,,,HWC
,,,,,Communication target failure,Check that the communication master (PLC) is working normally.,,,,HWC
,,,,,Connection failure,Check that the communication equipment such as the cable and branch unit to the communication master (PLC) are properly connected and working normally.,,,,HWC
,,,,,CC-Link board failure,Check the communication status and the LED status on the board to confirm that the CC-Link board (SST-CCS-PCIE) is working normally.,,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
6058,CC-Link IE Field COMM ERROR,A CC-Link IE Field communication error has been detected.,,"Sub code: Indicates a communication target station that has detected a communication error in 6-digit decimal [XX Y ZZZ] format.
@XX : IO module number
@Y : Channel number (always ""0"")
@ZZZ: Communication station number (always ""000"")
",Setting error,"Check followings.
(1) Check that the CC-Link IE Filed communication settings are correct.
(2) Check that the communication settings of the communication master (PLC) and the communication settings of the YRC1000 match.",,,,HWC
,,,,,Communication target failure,Check that the communication master (PLC) is working normally.,,,,HWC
,,,,,Connection failure,Check that the communication equipment such as the cable and HUB to the communication master (PLC) are properly connected and working normally.,,,,HWC
,,,,,CC-Link IE Field board failure,Check the communication status and the LED status on the board to confirm that the CC-Link IE Field board (Q81BDJ71GF11-T2) is working normally.,,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
6059,DeviceNet COMMUNICATION ERROR,A DeviceNet communication error has been detected.,,"Sub code: Indicates a communication target station that has detected a communication error in 6-digit decimal [XX Y ZZZ] format.
@XX : IO module number
@Y : Channel number
    0: channel 1
    1: chaneel 2 (Only for SST-DN4-PCU-2)
@ZZZ: Communication station number (MAC ID) (Only for master)
",Setting error,"Check followings.
(1) Check that the CC-Link communication settings are correct.
(2) Check that the communication settings of the communication master (PLC) and the communication settings of the YRC1000 match.",,,,HWC
,,,,,Communication target failure,Check that the communication master (PLC) is working normally.,,,,HWC
,,,,,Connection failure,Check that the communication equipment such as the cable and branch unit to the communication master (PLC) are properly connected and working normally.,,,,HWC
,,,,,DeviceNet board failure,Check the communication status and the LED status on the board to confirm that the DeviceNet board (SST-DN4-PCIE or SST-DN4-PCU-2) is working normally.,,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
6060,CANNOT START HAND GUIDING(ROTATE),External force is exceeding the allowable value when starting hand guiding.,,"subcode:The direction that exceeds the allowable value is indicated by a bit.
D01: Rx
D02: Ry
D03: Rz",Operation mistake,"(1)Reset the alarm.
(2)Reduce the force for the hand guiding when starting.",,,,(R‹ZAT)
6061,RECONFIGURE TORQUE SENSOR FAILED,An error occurred during reconfigure the  torque sensor home position operation.,10,Failed to get the current home position.,Operation error,"If any incomplete readback files exist, write or discard the files, and then try again.",,,,(R‹ZAT)
,,,,,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,(R‹ZAT)
,,,11,Failed to send the reconfigure data.,Operation error,"If any incomplete readback files exist, write or discard the files, and then try again.",,,,(R‹ZAT)
,,,,,Other,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,(R‹ZAT)
,,,12,Failed to get the readback data.,Operation error,"(1)If opened TORQUE SENSOR ORG POS window, change to other window, and then try again.
(2)If any incomplete readback files exist, write or discard the files, and then try again.",,,,(R‹ZAT)
,,,,,Other,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,(R‹ZAT)
,,,13,Failed to write the readback data.,Operation error,"(1)If opened TORQUE SENSOR ORG POS window, change to other window, and then try again.
(2)If any incomplete readback files exist, write or discard the files, and then try again.",,,,(R‹ZAT)
,,,,,Other,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,(R‹ZAT)
,,,23,Failed to cancel procedure.,Other,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,(R‹ZAT)
,,,101,Timeout(Confirmation the current data).,Operation error,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,(R‹ZAT)
,,,102,Timeout(Confirmation the reconfigure data).,Operation error,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,(R‹ZAT)
,,,103,Timeout(Confirmation and write the readback data).,Operation error,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,(R‹ZAT)
,,,104,Timeout(Confirmation the complete signal).,Operation error,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,(R‹ZAT)
,,,255,Software operation failure,Software operation error occurred,"(1)After reset the alarm, turn the power OFF then back ON, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZAT)
,,,,,,,,,,
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,(R‹ZAT)
6062,COMARC SETTING ERROR,COMARC correction conditions exceeds input range.,1,Correcting the UP and DOWN path exceeds input range.,Setting error,Set the correcting the UP and DOWN path within the range.,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,2,Correcting the LEFT and RIGHT path exceeds input range.,Setting error,Set the correcting the LEFT and RIGHT path within the range.,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
6102,LADDER MONITOR ERROR,An error occurred in ladder monitor process.,,"Sub Code 1:Ladder monitor data is incorrect.
Sub Code 2:Ladder monitor index is incorrect.",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure, ladder editor line index).",,,,SYSCON
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,"XX : IO module number
Y : Channel number
0: 1 channel
1: 2 channels (SST-DN4-PCU only)
ZZZ: Communication station number (station number)
",138,,,,,
,,,,,138,,,,,
