YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),Notes
,,,8193,"The data error of ROBOT DUTY DIAGNOSIS FUNCTION was detected.
(Sub Code: Signifies the data type and the axis in which the alarm occurred)",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,8194,"The data error of ROBOT DUTY DIAGNOSIS FUNCTION was detected.
(Sub Code: Signifies the data type and the axis in which the alarm occurred)",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,8195,"The data error of ROBOT DUTY DIAGNOSIS FUNCTION was detected.
(Sub Code: Signifies the data type and the axis in which the alarm occurred)",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,8196,"The data error of ROBOT DUTY DIAGNOSIS FUNCTION was detected.
(Sub Code: Signifies the data type and the axis in which the alarm occurred)",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,8197,"The data error of ROBOT DUTY DIAGNOSIS FUNCTION was detected.
(Sub Code: Signifies the data type and the axis in which the alarm occurred)",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,8198,"The data error of ROBOT DUTY DIAGNOSIS FUNCTION was detected.
(Sub Code: Signifies the data type and the axis in which the alarm occurred)",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,8199,"The data error of ROBOT DUTY DIAGNOSIS FUNCTION was detected.
(Sub Code: Signifies the data type and the axis in which the alarm occurred)",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,8200,"The data error of ROBOT DUTY DIAGNOSIS FUNCTION was detected.
(Sub Code: Signifies the data type and the axis in which the alarm occurred)",Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
4372,SERVO ON SIGNAL ERROR,The servo OFF status was sent from the APU01 unit.,,,Connection failure,"(1)Reset the alarm.
(2)Check the connection and inserting state of the following cables and connectors.
- ASF01-CN205
- APU01-CN604
(3)If the alarm occurs again, replace the APU01 unit. Save the CMOS.BIN before replacing the unit to be safe. 

",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
4373,MAGNETIC POLE DETECTING ERROR,The pole detection in the linear encoder has not been completed.,,,Module failure(motor),"(1)Reset the alarm.
(2)If the alarm occurs again, replace the linear encoder.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
4374,PHASE DATA UNMATCH,The phase information on U-phase in the linear encoder did not agree in the encoder and the parameter.,,,Module failure(motor),"(1)Reset the alarm.
(2)If the alarm occurs again, replace the linear encoder.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
4376,ROLLER HEM FUNCTION ERROR,"When executing ROLLER HEM function, an error occurred.",1, Multiple axes are specified for hemming axis,Setting error,"Save the CMOS.BIN in maintenance mode, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,2, Torque / Press data in the [PRESS PROOFREADING] file s not specified,Setting error,"(1)Check the [PRESS PROOFREADING] file.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,3, Press unit in the [PRESS PROOFREADING]file  is not correct,Setting error,"(1)Check the [PRESS PROOFREADING] file.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4, Press revision in the [PRESS PROOFREADING] file  is not correct,Setting error,"(1)Check the [PRESS PROOFREADING] file.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,5, The torque data set in the [PRESS PROOFREADING] file is not correct,Setting error,"(1)Check the [PRESS PROOFREADING] file.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,6, The press value set in the [PRESS PROOFREADING] file is not correct,Setting error,"(1)Check the [PRESS PROOFREADING] file.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,7, The [PRESS SETTING] file is NOT DONE. ,Setting error,"(1)Check the [PRESS SETTING] file.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,8, The press value set in the [PRESS SETTING] file is not correct,Setting error,"(1)Check the [PRESS SETTING] file.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,9, The detect level in the [PRESS SETTING] file is not correct,Setting error,"(1)Check the [PRESS SETTING] file.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,10, The detect delay time in the [PRESS SETTING] file is not correct,Setting error,"(1)Check the [PRESS SETTING] file.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,11,Incorrect value has been specified for the hemming axis.,Setting error,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
4377,ROLLER HEM CONTROL GROUP ERROR,No hemming axis is specified or multiple hemming axes are specified when FLOATON instruction is executed.,,Sub Code: Control group of the hemming axis,Setting error,"(1)Check if the hemming axis that was picked up is correct.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
4378,CANNOT EXECUTE BRAKE LINE CHECK,This alarm occurs if any axis moves (i.e. falls by its own weight),,Sub Code: Signifies the axis in which the alarm occurred,Connection failure,Check the brake connection.,,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
4379,SAFETY RELAY ERROR(SERVO),An feedback error of  the output of STO signal is detected by SDCA01 board in diagnosis process.,,Sub Code: Signifies the control axis number which detected an error ,Setting error,Check the settings for CONNECTION(STO/CONTACTOR) in maintenance mode,,,,SERVO
,,,,,Connection failure,"(1)Reset the alarm.
(2)If the alarm occurs again, check the connection and inserting state of the ASF01-CN205 connectors.
(3)When using the servo OFF function by the DIRECTIN signal, please check the following settings;
-The DIRECTIN signals are not set to servo OFF when performing servo ON.
-Check the connection and inserting state of the DIRECTIN signals.",,,,SERVO
,,,,,ASF01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the ASF01 board. Save the CMOS.BIN before replacing the board to be safe. ",,,,SERVO
,,,,,SDCA01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replacing the board to be safe. ",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
4398,PULSE LIMIT(SERVO),The speed control axis exceeded its pulse limit. ,,Sub Code: Control group and axis,Setting error,"Check the following settings.
- Perform the teaching again to correct positions for manipulators so that the step where the alarm occurred is within the motion range.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
4399,SERVO TRACKING ERROR(LOW),The axis deviated from the specified position and motion path beyond the allowable range.,,Sub Code: Signifies the axis in which the alarm occurred,Setting error,"Check the following settings.
- The tools or the mass of the workpieces",,,,SERVO
,,,,,Interference error,"Check if the manipulator interferes with any objects such as workpieces or peripheral devices. If interferes, remove the object.  
 ",,,,SERVO
,,,,,Acceleration limit over,"This alarm occurs when excessive load is applied to the motor upon the satisfactions of all the following conditions;

- The acceleration/deceleration is automatically calculated by the manipulator's position at start/end point
- The JOB is stopped by category 1 stop or HOLD stop
- Compared to the start/end point, excessive load is applied to the motor according to the position
 
<Remedy>
Adjust the acceleration/deceleration by ACC and DEC for the teaching position.
Also, make sure to run the machine enough before operation when this alarm occurs at low temperature environment (ambient temperature: 10 degrees)",,,,SERVO
,,,,,Connection failure,"(1)Reset the alarm. 
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- Inverter board-CN573-CN578
- Motor power wiring 
- Power supply cable (Power cable)
- SDCA01-CN534, CN535, CN536
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Check if the power has been supplied to the brakevoltage of the following terminal. 
Check that the brake has not been locked due to malfunction of the contactor. 

- SDCA01-CN400
- Motor brake terminal
(2)If any error is found, replace the SDCA01 board.",,,,SERVO
,,,,,APU01 unit failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the APU01 unit. Save the CMOS.BIN before replacing the board to be safe. ",,,,SERVO
,,,,,Module failure(amplifier),"(1)Reset the alarm.
(2)If the alarm occurs again, replace the amplifier.",,,,SERVO
,,,,,Module failure(motor),"(1)Reset the alarm.
(2)If the alarm occurs again, replace the motor.",,,,SERVO
,,,,,SDCA01 board failure,"(1)Reset the alarm.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replacing the board to be safe. ",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
4400,NOT READY (ARITH),The arithmetic process section was not completed within the specified time.,1,The arithmetic process for motion control did not complete within regulated time. No motion command was prepared.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,2,The arithmetic processing section is not ready for JOG operation.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,3,The arithmetic processing section is not ready for the playback operation.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,4,The prereading processing in the arithmetic processing section has not completed.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,5,The arithmetic processing section is not ready for the timer follow-up of the conveyor tracking function.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,6,The prereading processing in the arithmetic processing section has not completed when specifying the target position.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,7,The prereading processing in the arithmetic processing section has not completed.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4401,SEQUENCE TASK CONTR ERROR,An error occurred in job execution process.,1,Unused A_BANK does not exist in the prereading processing of move instruction.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,2,Unused bank priority does not exist in the prereading processing of move instruction.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,5,A_BANK pointer is not set.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,6,A_BANK conversion could not be performed.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,7,The specified A_BANK number does not exist.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,20,An error occurred when system number (MSS) was obtained.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,21,An error occurred in RMS960 system call.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,22,Undefined interrupt command was received.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,23,Job start condition is not defined.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,24,An error occurred in instruction prefetch queue operation.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,26,Intermediate code is not defined.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,29,Instruction prereading processing has not been completed normally.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,30,An error occurred in job data change.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,31,The specified sequence number at job execution start is incorrect.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,32,The added area for interruption command is incorrect.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,33,System number (MSS) for interruption command is incorrect.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,38,An error occurred at start of twin synchronous operation.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,39,An error occurred when SYNC specification was reset.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,41,An error occurred in occupation control group setting in MOTION section.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,45,An error occurred in path/trace control.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,47,An error occurred when waiting for a completion of main system task (job) in SYNC specification.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,48,An attempt was made to execute an instruction that could not be executed at line sequence execution.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,49,An error occurred while obtaining the instruction information.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,50,The instruction to be executed in the backward direction was not found.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,80,An exceptional error occurred in job execution process.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,100,Main processing command is incorrect in prereading processing.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,101,Subprocessing command is incorrect in prereading processing.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,102,Prereading processing has not been completed at job execution.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,103,A_BANK conversion has not been completed.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,104,System number (MSS) is incorrect in prereading processing.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,105,An error occurred in instruction prefetch queue operation in prereading processing.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,106,An error occurred at IES switching in prereading processing.,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4402,UNDEFINED COMMAND(ARITH),An undefined command or unused command was issued to the path control section.,,,"Software operation error 
Setting error","(1)Reset the alarm, and then try again.
(2)Check the following settings.
- the base-axis position must be registered for the system with base-axis MOVL P00001 BP00001
(3)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4403,UNDEFINED IOSPDCTRL HOME POS,The Home Position is not registered.,,Sub Code: Control group,Setting error,Register the home position for IOSPDCTRL axis.,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4404,ARITHMETIC ERROR,An error occurred in the arithmetic process for coordinates.,8,Interpolation such as linear and circular interpolation cannot be performed with this manipulator. ,Setting error,"Change the step (move instruction), where the alarm occurred, to MOVJ.",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,10,"The setting of the form data for Flip/No Flip is not ""B-axis Angle. """,Setting error,"Set ""1"" to ""S2C658: Type data detail settings"".",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,11,An attempt was made to pass the B-axis zero degree position (singular area).,Setting error,Check the teaching position of the job so that the manipulator does not pass the B-axis zero degree position (singular area).,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,12,An attempt was made to pass the B-axis zero degree position (singular area) during interpolation.,Setting error,Check the teaching position of the job so that the manipulator does not pass the B-axis zero degree position (singular area).,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,13,Wrist axis tended to rotate to the inverse with the teaching direction. ,Setting error,Check the teaching position of the job so that a wrist axis does not inverse rotation.,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,14,Two robots are attempting to move to a position beyond the specified inter-robot distance. ,Setting error,"Check the following settings.
- Change the posture so that the distance between the robots is specified.
- Change the teaching position so that the distance between the robots is specified.",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4406,GROUP AXIS CONTROL ERROR,An internal control error occurred in a coordinated motion.,1,Designation error for master and slave,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,2,Slave designation error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,3,Slave interpolation error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,4,No designation of master axis,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,6,Master-axis designation error for JOG motion,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,7,Slave-axis designation error for JOG motion,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,8,Occupation control error,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,9,Designation error of occupation control for JOG motion,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,10,Designation error of occupation control for Bank position,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,11,Designation error of occupation control group for tracking motion,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,12,No master and slave designated for tracking motion,Software operation error occurred,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4407,TWO STEPS SAME POSITION(CIRC),"Among three taught points in a circular interpolation step, two or three points are on the same point.",,,Setting error,Check the settings for teaching position of circular interpolation steps so that each point is different.,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4408,TWO STEPS SAME POSITION(SPLINE),"Among three taught points in a spline interpolation step, two or three points are on the same point.",,,Setting error,Check the settings for teaching position of spline interpolation step so that each point is different.,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4409,TWO STEPS SAME POSITION(3 STEPS),"Among three taught points to create an user coordinate system, two or three points are on the same point.",,,Setting error,Check the settings for three taught points to create an user coordinate system so that each point is different.,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4410,TWO STEPS SAME POSITION(WEAV),"Among three taught points (start, end, and reference points) to create a weaving coordinate system, two or three points are on the same point.",,,Setting error,"Check the settings for taught points (start, end, and reference points) so that each point is different.",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4411,TEACH ERROR(SPLINE),The distance between the teaching points in the spline interpolation section is not equidistant.,,,Setting error,Check the settings for the teaching position of spline interpolation section so that the distance between the teaching points is even.,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4412,IMPOSSIBLE LINEAR MOTION(L/U),"In case the form (folded direction) of L- and U-axes at start point and end point are different except for MOVJ instructions, the manipulator cannot move. ",,,Setting error,"Check the following settings.
- Perform the teaching again to make the form of L- and U-axes same at start point and end point.
- Use a MOVJ instruction again.",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4413,IMPOSSIBLE LINEAR MOTION(S/L),"In case the form (folded direction) of S- and L-axes at start point and end point are different except for MOVJ instructions, the manipulator cannot move. ",,,Setting error,"Check the following settings.
- Perform the teaching position again to make the form of S- and L-axes same at start point and end point.
Use a MOVJ instruction again.",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4414,EXCESSIVE SEGMENT (LOW/HIGH),"This alarm occurs if the operation command which exceeds the designated max. speed is output.
It may occur when the robot operates near the singular point or when the robot is going to change its orientation
widely with single control point.",,Sub Code: Control group and axis,Setting error,"(1)Reduce the speed in the step where the alarm occurred.
(2)Change the move instruction to joint interpolation (MOVJ).
* Be careful to the peripheral interference since its movement changes.",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4416,PULSE LIMIT(MIN./MAX.),The manipulator exceeded its motion limit (pulse limit) in the negative (-) and the positive (+) direction. ,,Sub Code: Control group and axis,Setting error,Perform the teaching again to correct positions for manipulators so that the step where the alarm occurred is within the motion range.,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4418,CUBE LIMIT(MIN./MAX.),The manipulator TCP exceeded its motion limit (cube limit) in the negative (-) direction.,,Sub Code: Control group and XYZ,Setting error,Perform the teaching again to correct positions for manipulators so that the step where the alarm occurred is within the motion range.,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
4420,SPECIAL SOFTLIMIT(MIN./MAX.),The manipulator exceeded its motion limit (special software limit) in the negative (-) and the positive (+) direction.,,Sub Code: Control group and axis,Setting error,Perform the teaching again to correct positions for manipulators so that the step where the alarm occurred is within the motion range.,,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
