YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,}•\1,}•\2,ŹÚŤ×ŕ–ľ(‹ZŹpŽŇ—p),Notes
,,,,,YIS21 board failure,"(1)Cycle the power.
(2)If the alarm occurs again, replace the YIS21 board. Be sure to configure the switch setting (timer setting) at YIS21 board same as before replacement. 
",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SYSCON
1268,AIR PRESS ERROR(HIGH)8,An error occurred in the detection signal of the air pressure (high pressure detection) .,0,Air pressure unit 15 error. An error occurred in the detection signal of the air pressure (high pressure detection) .,Air pressure failure ,"(1)Cycle the power.
(2)If the alarm occurs again, check if the pressure display at the pressure unit is within the setting range. 
",,,,SYSCON
,,,,,Connection failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if there is no cable failure (broken line) between the pressure unit and the barrier unit in the controller. 
(3)Check the connection/insertion status of the following connector and also check if there is no failure in the cable (such as broken line) connected to the following connector. 
- YIS21 board-CN661
",,,,SYSCON
,,,,,Pressure detector failure ,"(1)Cycle the power.
(2)If the alarm occurs again, Confirm that the pressure detector (high pressure detection) is ON with the state where no air is applied.
(3)If the pressure detector is not ON, replace the pressure unit.
",,,,SYSCON
,,,,,Barrier unit for pressure detection failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if the output signal of the barrier for pressure detection becomes ON and OFF in accordance with ON/OFF status of the pressure detector(high pressure detection). 
(3If the barrier for pressure detection doesn't work like (2), confirm that there is no cable failure (broken line) in the cable connected to the barrier unit, and then replace the barrier unit. 
",,,,SYSCON
,,,,,YIS21 board failure,"(1)Cycle the power.
(2)If the alarm occurs again, replace the YIS21 board. Be sure to configure the switch setting (timer setting) at YIS21 board same as before replacement. 
",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SYSCON
,,,1,Air pressure unit 16 error. An error occurred in the detection signal of the air pressure (high pressure detection) .,Air pressure failure ,"(1)Cycle the power.
(2)If the alarm occurs again, check if the pressure display at the pressure unit is within the setting range. 
",,,,SYSCON
,,,,,Connection failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if there is no cable failure (broken line) between the pressure unit and the barrier unit in the controller. 
(3)Check the connection/insertion status of the following connector and also check if there is no failure in the cable (such as broken line) connected to the following connector. 
- YIS21 board-CN661
",,,,SYSCON
,,,,,Pressure detector failure ,"(1)Cycle the power.
(2)If the alarm occurs again, Confirm that the pressure detector (high pressure detection) is ON with the state where no air is applied.
(3)If the pressure detector is not ON, replace the pressure unit.
",,,,SYSCON
,,,,,Barrier unit for pressure detection failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if the output signal of the barrier for pressure detection becomes ON and OFF in accordance with ON/OFF status of the pressure detector(high pressure detection). 
(3If the barrier for pressure detection doesn't work like (2), confirm that there is no cable failure (broken line) in the cable connected to the barrier unit, and then replace the barrier unit. 
",,,,SYSCON
,,,,,YIS21 board failure,"(1)Cycle the power.
(2)If the alarm occurs again, replace the YIS21 board. Be sure to configure the switch setting (timer setting) at YIS21 board same as before replacement. 
",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SYSCON
1269,AIR PURGE ERROR8,An error occurred in the detection signal of the air pressure (air purge detection) .,0,Air pressure unit 15 error. An error occurred in the detection signal of the air pressure (air purge detection) .,Air pressure failure ,"(1)Cycle the power.
(2)If the alarm occurs again, check if the pressure display at the pressure unit is within the setting range. 
",,,,SYSCON
,,,,,Connection failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if there is no cable failure (broken line) between the pressure unit and the barrier unit in the controller. 
(3)Check the connection/insertion status of the following connector and also check if there is no failure in the cable (such as broken line) connected to the following connector. 
- YIS21 board-CN661
",,,,SYSCON
,,,,,Pressure detector failure ,"(1)Cycle the power.
(2)If the alarm occurs again, check if the pressure detector (air purge pressure detection) becomes ON when the air purge pressure is applied and it becomes OFF when no air purge pressure is applied. 
(3)If the pressure detector doesn't work like (2), replace the pressure unit.
",,,,SYSCON
,,,,,Control pressure valve failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if control pressure valve becomes ON when the power is turned ON. 
(3)If the control pressure valve doesn't become ON, confirm that there is no failure (broken line, short circuit) in the cable connected to valve, and then replace the pressure unit. ",,,,SYSCON
,,,,,Barrier unit for pressure detection failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if the output signal of the barrier for pressure detection becomes ON and OFF in accordance with ON/OFF status of the pressure detector(air purge pressure detection). 
(3If the barrier for pressure detection doesn't work like (2), confirm that there is no cable failure (broken line) in the cable connected to the barrier unit, and then replace the barrier unit. 
",,,,SYSCON
,,,,,Barrier for control pressure valve failure,"(1)Cycle the power.
(2)If the alarm occurs again, confirm that the barrier for control pressure valve becomes ON when the power is turned ON. 
(3)If the barrier doesn't become ON, confirm that there is no failure in the cable connected to the barrier, and then replace the barrier. 
",,,,SYSCON
,,,,,Fuse failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if the fuse in YIS21 board (FU3,FU4,FU5,FU6) is not broken. 
(3)If the fuse is broken, confirm that there is no cable failure (such as short circuit, ground fault) in the cable connected to YIS21 board, and then replace the fuse. 
",,,,SYSCON
,,,,,YIS21 board failure,"(1)Cycle the power.
(2)If the alarm occurs again, replace the YIS21 board. Be sure to configure the switch setting (timer setting) at YIS21 board same as before replacement. 
",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SYSCON
,,,1,Air pressure unit 16 error. An error occurred in the detection signal of the air pressure (air purge detection) .,Air pressure failure ,"(1)Cycle the power.
(2)If the alarm occurs again, check if the pressure display at the pressure unit is within the setting range. 
",,,,SYSCON
,,,,,Connection failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if there is no cable failure (broken line) between the pressure unit and the barrier unit in the controller. 
(3)Check the connection/insertion status of the following connector and also check if there is no failure in the cable (such as broken line) connected to the following connector. 
- YIS21 board-CN661
",,,,SYSCON
,,,,,Pressure detector failure ,"(1)Cycle the power.
(2)If the alarm occurs again, check if the pressure detector (air purge pressure detection) becomes ON when the air purge pressure is applied and it becomes OFF when no air purge pressure is applied. 
(3)If the pressure detector doesn't work like (2), replace the pressure unit.
",,,,SYSCON
,,,,,Control pressure valve failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if control pressure valve becomes ON when the power is turned ON. 
(3)If the control pressure valve doesn't become ON, confirm that there is no failure (broken line, short circuit) in the cable connected to valve, and then replace the pressure unit. ",,,,SYSCON
,,,,,Barrier unit for pressure detection failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if the output signal of the barrier for pressure detection becomes ON and OFF in accordance with ON/OFF status of the pressure detector(air purge pressure detection). 
(3If the barrier for pressure detection doesn't work like (2), confirm that there is no cable failure (broken line) in the cable connected to the barrier unit, and then replace the barrier unit. 
",,,,SYSCON
,,,,,Barrier for control pressure valve failure,"(1)Cycle the power.
(2)If the alarm occurs again, confirm that the barrier for control pressure valve becomes ON when the power is turned ON. 
(3)If the barrier doesn't become ON, confirm that there is no failure in the cable connected to the barrier, and then replace the barrier. 
",,,,SYSCON
,,,,,Fuse failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if the fuse in YIS21 board (FU3,FU4,FU5,FU6) is not broken. 
(3)If the fuse is broken, confirm that there is no cable failure (such as short circuit, ground fault) in the cable connected to YIS21 board, and then replace the fuse. 
",,,,SYSCON
,,,,,YIS21 board failure,"(1)Cycle the power.
(2)If the alarm occurs again, replace the YIS21 board. Be sure to configure the switch setting (timer setting) at YIS21 board same as before replacement. ",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SYSCON
1270,AIR PURGE CIRCUIT ERROR,An error occurred in Air purge completion signal from the air purge control board (YIS21 board).,0,No air purge completion signal was input within a certain period of time after started up. ,Connection failure,"(1)Cycle the power.
(2)If the alarm occurs again, Check the connection/insertion status of the following connector and also check if there is no failure in the cable (such as broken line) connected to the following connector. 
- YIS21 board-CN660,662
- YIO board-CN306
- YIO board-CN307 (for the slave manipulator of the coordinate system)
(3)Check if there is no failure (such as short circuit, ground fault) in the cable connected to YIS21 board. 
",,,,SYSCON
,,,,,AC power failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if the circuit breaker in the painting module is not turned OFF or not tripped.
(3)If the circuit breaker is turned OFF or tripped, confirm that there is no cable failure (such as broken line, short circuit, ground fault) in the cable connected to the circuit breaker, and then turn the circuit breaker power ON. ",,,,SYSCON
,,,,,DC power failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if the DC24V is supplied to the YIS21-CN660.
(3)If DC24V is not supplied, check that there is no cable failure (such as short circuit, ground fault) in the cable connected to YIS21 board, and then replace the DC power connected to YIS21-CN660. 
",,,,SYSCON
,,,,,Fuse failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if the fuse in YIS21 board (FU1, FU2) is not broken. 
(3)If the fuse is broken, confirm that there is no cable failure (such as short circuit, ground fault) in the cable connected to YIS21 board, and then replace the fuse. ",,,,SYSCON
,,,,,YIS21 board failure,"(1)Cycle the power.
(2)If the alarm occurs again, replace the YIS21 board. Be sure to configure the switch setting (timer setting) at YIS21 board same as before replacement. 
",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SYSCON
,,,1,Air purge completion signal input became OFF after air purge was completed. ,Connection failure,"(1)Cycle the power.
(2)If the alarm occurs again, Check the connection/insertion status of the following connector and also check if there is no failure in the cable (such as broken line) connected to the following connector. 
- YIS21 board-CN660,662
- YIO board-CN306
- YIO board-CN307 (for the slave manipulator of the coordinate system)
(3)Check if there is no failure (such as short circuit, ground fault) in the cable connected to YIS21 board. 
",,,,SYSCON
,,,,,AC power failure,"(1)Cycle the power.
(2)If the alarm 1270 AIR PURGE CIRCUIT ERROR [0] occurs, check if the circuit breaker in the painting module is not turned OFF or not tripped.
(3)If the circuit breaker is turned OFF or tripped, confirm that there is no cable failure such as broken line or short circuit or ground fault in the cable connected to the circuit breaker, and then turn the circuit breaker power ON. ",,,,SYSCON
,,,,,DC power failure,"(1)Cycle the power.
(2)If the alarm 1270 AIR PURGE CIRCUIT ERROR [0] occurs,  check if the DC24V is supplied to the YIS21-CN660.
(3)If DC24V is not supplied, check that there is no cable failure (such as short circuit, ground fault) in the cable connected to YIS21 board, and then replace the DC power connected to YIS21-CN660. ",,,,SYSCON
,,,,,Fuse failure,"(1)Cycle the power.
(2)If the alarm 1270 AIR PURGE CIRCUIT ERROR [0] occurs,  check if the fuse in YIS21 board (FU1, FU2) is not broken. 
(3)If the fuse is broken, confirm that there is no cable failure (such as short circuit, ground fault) in the cable connected to YIS21 board, and then replace the fuse. 
",,,,SYSCON
,,,,,YIS21 board failure,"(1)Cycle the power.
(2)If the alarm occurs again, replace the YIS21 board. Be sure to configure the switch setting (timer setting) at YIS21 board same as before replacement. 
",,,,SYSCON
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SYSCON
1300,SERVO CPU SYNCHRONIZING ERROR,"The YRC1000 system performs serial communications between the ACP01 board and SDCA01 board, checking the synchronization of the servo regular process and the communication process. This alarm occurs if any synchronization error is detected.",,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1301,COMMUNICATION ERROR(SERVO),This alarm occurs if there is a communication error between AIF01 board and the SDCA01 board.,0,Communication status error,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,1,Watchdog timer error,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,2,JL0101 alarm,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,3,Communication status error,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,4,Data consistency error,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1302,COMMUNICATION ERROR(SERVO I/O),This alarm occurs if there is a communication error between the SDCA01 board and ASF01 board.,1,No interrupt from servo I/O communications (JL098) occurred. (Communication loop back),Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace theAIF01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,2,The servo I/O communications (JL098) received status is incorrect. (No interrupt),Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace theAIF01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,4,The servo I/O communications (JL098) buffer switch status is incorrect. (Watchdog timer error),Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace theAIF01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,5,The servo I/O communications (JL098) receiving status is incorrect. (Command timeout),Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace theAIF01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,110,The communications loop back value of servo I/O communications (JL098) is incorrect. (Communication loop back),Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,111,The received address of JL098 is unmatched with the sent address.,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,112,The received buffer of JL098 is incorrect.,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,210,The communications loop back value of servo I/O communications (JL098) is incorrect. (Communication loop back),Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,211,The received address of JL098 is unmatched with the sent address.,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,212,The received buffer of JL098 is incorrect.,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
,,,310,The communications loop back value of servo I/O communications (JL098) is incorrect. (Communication loop back),Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- SDCA01-CN515
- AIF01-CN113",,,,SERVO
,,,,,CPS01K* unit failure,"(1)Turn the power OFF then back ON.
(2) If the alarm occurs again, check the LED of the CPS01K* unit: If any of the following red LED indications; +12V, +24V, FAN or OHT has lighten up, replace the CPS01K* unit. 
",,,,SERVO
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.
",,,,SERVO
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN.",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
