YRC1000micro,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,}•\1,}•\2,ŹÚŤ×ŕ–ľ(‹ZŹpŽŇ—p),”őŤl
,,,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,PS01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1367,OVERVOLTAGE(CONVERTER),The DC voltage supplied from the converter to the SERVO PACK exceeded Stipulated voltage (420V). This alarm occurs if the regenerative energy during the motor deceleration is too much that it cannot be processed in the regenerative circuit of SERVO PACK.,,Sub Code: Signifies the physical No. of converter in which the alarm occurred,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Setting error,Check the load mounted on the manipulator.,,,,SERVO
,,,,,Voltage failure,Modify the primary breaker voltage to the specified voltage 200V(+10% to 15%).,,,,SERVO
,,,,,"Module failure(Regenerative
resistor)","(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Module failure(converter),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1368,REGENERATIVE TROUBLE(CONVERTER),"This alarm occurs if the converter regenerative resistor cable is disconnected or short-circuited.
The regenerative energy at motor deceleration exceeded the allowable limit.
The regenerative energy at motor deceleration is too large.
The primary power supply voltage is too high (above 242V).",,Sub Code: Signifies the axis in which the alarm occurred,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Module failure(Regenerative resistor),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Module failure(converter),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Overloading(converter),Check that the load does not exceed the allowable limit.,,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1369,INPUT POWER OVER VOLTAGE(CONV),This alarm occurs if the input voltage monitored by the YRC1000micro exceeds 420 V.,,Sub Code: Signifies the physical No. of converter in which the alarm occurred,Voltage failure,Modify the primary breaker voltage to the specified voltage 200V(+10% to 15%).,,,,SERVO
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Module failure(converter),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1370,MICRO PROGRAM ERROR (SV),Micro program error occurred.,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1371,SERVO PROGRAM SYNC. ERROR (SV),The counts of the micro program executed on the ASIC is incorrect.,1,An error was detected  in  the micro program,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1372,PARAMETER ERROR (CONVERTER),Parameter error occurred in converter.,,Sub Code: Signifies the axis in which the alarm occurred.,Module failure(converter),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1373,OVERCURRENT(CONVERTER),Overcurrent is detected in converter.,,Sub Code: Signifies the axis in which the alarm occurred.,Module failure(converter),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1374,ENCODER MIXED ALLOCATION ERROR,Encoder-axis allocation is mismatched.,,Sub Code: Signifies the axis in which the alarm occurred.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Setting error,Check the parameter setting value.,,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1375,ENCODER ALLOCATION RANGE ERROR,Encoder-axis allocation is mismatched.,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Setting error,Check the parameter setting value.,,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1376,ENCODER SET AXES NUMBER OVER,Encoder-axis allocation is mismatched.,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Setting error,Check the parameter setting value.,,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1377,ENCODER CABLE DISCONNECTION(SV),"Communication between the controller and encoder is not possible when the control power is turned on, and address setting cannot be performed for the multi-drop encoder.

This alarm occurs only when the control power is turned on.

",,Sub Code: Signifies the axis in which the alarm occurred.,Connection failure,"The addresses are set in order starting from the multi-drop encoder closest to the servo board, and only one axis that cannot be set is displayed as an alarm. If the axis where the alarm occurs is in the middle of the axis, the address can be set normally up to the axis before the axis indicated in sub code. So check the cable between the two axes including the axis where the alarm occurs or the encoder of the axis where the alarm occurs.

(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
[Robot axis]
- Cable between encoders
[External axis]
- Cable between encoders",,,,SERVO
,,,,,Module failure(encoder),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the encoder.
(3)If the alarm recurs after taking the measures described in (2), replace the encoder one position before the axis where the alarm occurred.",,,,SERVO
,,,,,Multi-port connector failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the multi-port connector.
",,,,SERVO
,,,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,"Connector board
(Encoder power supply board)","Take the following measures only if the sub code shows the first axis of a multi-drope encoder (usually S axis);
(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the Connector board.",,,,SERVO
,,,,,ASF04 board failure,"In case of using a ASF04 board (collaborative robot), take the following measures only if the sub code shows the first axis of a multidrop encoder (usually S axis) or a serial encoder (external axis);
(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ASF04 board. Save the CMOS.BIN before replace the board to be safe.
",,,,PFL
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1378,MICRO PROGRAM INIT. SEQ. ERR(SV),Micro program error occurred.,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1379,CHOPPER OVERCURRENT(CONVERTER),Chopper overcurrent is detected in converter.,,Sub Code: Signifies the axis in which the alarm occurred.,Module failure(converter),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1380,ENCODER ADDRESS VERIFY ERROR,Encoder-address verify error is detected.,,Sub Code: Signifies the axis in which the alarm occurred.,Setting error,Check the parameter setting value.,,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1381,INPUT PRIMARY POWER SUPPLY MISMATCH,The voltage of the primary power supply (200V or 400V) differs from the converter specification.,,Sub Code: Signifies the axis in which the alarm occurred.,Voltage failure,Check the primary breaker voltage to the specified voltage,,,,SERVO
,,,,,Module failure(converter),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,CPS01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1382,Safety Signal Timing Error(SV),,1,STO 1 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,2,STO 2 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,3,STO 3 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4,STO 4 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1383,Gate Drive Error1(SV),,1,STO 1 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,2,STO 2 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,3,STO 3 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4,STO 4 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1384,Gate Drive Error2(SV),,1,STO 1 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,2,STO 2 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,3,STO 3 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4,STO 4 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1385,Gate Drive Error3(SV),,1,STO 1 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,2,STO 2 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,3,STO 3 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4,STO 4 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1386,STO Sequence monitor  Error(SV),,1,STO 1 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,2,STO 2 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,3,STO 3 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4,STO 4 is abnormal.,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
1400,ENCODER ERROR(CONVEYOR),The encoder is abnormal.,,"Conveyor encoder is abnormal.
Sub Code: Error occurred Conveyor No","Connection failure, Module failure(encoder)",Replace the cable of the conveyor encoder or the encoder. ,,,,R“x„
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,R“x„
1401,CANNOT CHANGE CONVEYOR MODE,"The encoder mode ""Encoder / Virtual encoder"" was switched by the general input while performing  conveyor synchronized function.   
",,,Input error,"Do not switch ""Encoder / Virtual encoder"" with the general signal while performing the conveyor synchronized function.",,,,R“x„
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,R“x„
1402,WORK IN/NOT DATA CNT. LMT. OVER,An arithmetic error occurred for the current position pulse of Work IN/NOT Shift Data. ,,,Work status error,Check the work in/not shift data and actual the work status within the shift area. ,,,,R“x„  
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,R“x„  
1403,WORK IN/NOT SHIFT DATA POS LMT.,"An arithmetic error occurred for the current travel length of Work IN/NOT Shift Data. 
",,,Work status error,Check the work in/not shift data and actual the work status within the shift area. ,,,,R“x„
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,R“x„
1404,WORK ID. DATA CNT. LMT. OVER,An arithmetic error occurred for the current position pulse of Work ID Shift Data. ,,,Work status error,Check the work in/not shift data and actual the work status within the shift area. ,,,,R“x„
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,R“x„
1405,WORK ID. SHIFT DATA POS LMT.,An arithmetic error occurred for the current travel length of Work ID Shift Data. ,,,Work status error,Check the work in/not shift data and actual the work status within the shift area. ,,,,R“x„
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,R“x„
1406,START SHIFT DATA CNT. LMT. OVER,An arithmetic error occurred for the current position pulse of Start Shift Data. ,,,Work status error,Check the start shift data and actual the work status within the shift area. ,,,,R“x„
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,R“x„
1407,START SHIFT DATA POS LMT.,An arithmetic error occurred for the current travel length of Start Shift Data. ,,,Work status error,Check the start shift data and actual the work status within the shift area. ,,,,R“x„
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,R“x„
1437,PORT OPEN ERROR,Failed to open the communication port.,,,Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
1512,POWER SUPPLY FAN ERROR(SERVO),The rotation speed of in-panel cooling fan decreased.,,,Connection failure,"Check the power supply cable of the cooling fan (-X11, -X12, -X13).",,,,SERVO
,,,,,CBB board failure,"(1)Check the cooling fan is working.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SERVO
,,,,,Install failure,Check that the air inlet or outlet is not blocked.,,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1513,POWER SUPPLY OVERHEAT(SERVO),Temperature sensor in the CPS01 board is activated. The internal temperature of the controller is abnormally increased.,,,The temperature rises in the controller,Turn the power OFF then back ON after cooling the controller.,,,,SERVO
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,CPS01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1514,OVERHEAT(AMPLIFIER),Amplifier overheated.,,,The temperature rises in the amplifier,Turn the power OFF then back ON after cooling the amplifier.,,,,SERVO
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Module failure(converter),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1547,CURRENT FEEDBACK ERROR,This alarm occurs if an excessive current is applied for motor.,,"The data [XXX__]  indicates the alarm contents.
200:The motor current value is abnormal. 

The data [_______Y] indicates the physical axis number.",Ground fault,"Check if a ground fault has not occurred in the U-, V-, and W-phase of motor power line, or short circuit has not occurred between these phases.",,,,SERVO
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Setting error,"(1)Check the load mounted on the manipulator.
(2)Check the JOB.
- Reduce the speed in the step where the alarm occurred.
- Adjust the acceleration/deceleration by ACC and DEC for the teaching position.
- Change the move instruction to joint interpolation (MOVJ).
* Be careful to the peripheral interference since its movement changes.
(3)Turn the power OFF then back ON.",,,,SERVO
,,,,,Module failure(amplifier),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Module failure(motor),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the motor.",,,,SERVO
,,,,,ACP31 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1554,OVERCURRENT(SERVO2),Overcurrent was detected.,,,Ground fault,"Check if a ground fault has not occurred in the U-, V-, and W-phase of motor power line, or short circuit has not occurred between these phases.",,,,SERVO
,,,,,The temperature rises in the controller,Turn the power OFF then back ON after cooling the controller.,,,,SERVO
,,,,,Setting error,"Check the settings for manipulator motion condition (influence by external  force, load condition).",,,,SERVO
,,,,,Module failure(motor),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the motor.",,,,SERVO
,,,,,Module failure(SERVOPACK),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1560,SYSTEM ERROR(SERVO2),The internal program error occurred in the SERVOPACK.,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Module failure(SERVOPACK),"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.
",,,,SERVO
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SERVO
1610,F-SAFE CPU SYNCHRO ERROR,The CPU timer and the communication interruption timing are checked by the function safety board when performing the serial communication between ACP30 (main CPU board) and ASF30 board.  This alarm occurs if the timing becomes off. ,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,ACP30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
1612,F-SAFE COMMUNICATION ERROR,The CPU timer and the communication interruption timing are checked by the function safety board when performing the serial communication between ACP30 (main CPU board) and ASF30 board.  This alarm occurs if the timing becomes off. ,0,Communication status error,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,ACP30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,1,Watchdog timer error ,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,ACP30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
,,,2,JL0101 alarm,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,ASF30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,ACP30 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the controller. Save the CMOS.BIN before replacement to be safe.",,,,SAFETY
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your Yaskawa representative about occurrence status (operating procedure).",,,,SAFETY
