DX100,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,Chart1,Chart2,Detail,Notes
,,,7,The actual welding current becomes far removed from the welding current command value.,Arc welding power source error,"(1)Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(2)Check that the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(3)Check that the wire stick out is not excessively short or long.
(4)Check that the range set in C parameter C29 is not too narrow.
(5)Check if the wire, shielding, etc. are correctly set.",,,,MOTOWELD
,,,8,The actual welding current becomes far removed from the welding current command value.,Arc welding power source error,"(1)Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(2)Check that the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(3)Check that the wire stick out is not excessively short or long.
(4)Check that the range set in C parameter C29 is not too narrow.
(5)Check if the wire, shielding, etc. are correctly set.",,,,MOTOWELD
,,,790,The actual welding current becomes far removed from the welding current command value.,Arc welding power source error,"(1)Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(2)Check that the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(3)Check that the wire stick out is not excessively short or long.
(4)Check that the range set in C parameter C29 is not too narrow.
(5)Check if the wire, shielding, etc. are correctly set.",,,,MOTOWELD
4278,MOTOWELD OUTSIDE OF CURR.SETTING(L),The actual welding current becomes far removed from the welding current command value.,1,The actual welding current becomes far removed from the welding current command value.,Arc welding power source error,"(1)Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(2)Check that the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(3)Check that the wire stick out is not excessively short or long.
(4)Check that the range set in C parameter C29 is not too narrow.
(5)Check if the wire, shielding, etc. are correctly set.",,,,MOTOWELD
,,,2,The actual welding current becomes far removed from the welding current command value.,Arc welding power source error,"(1)Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(2)Check that the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(3)Check that the wire stick out is not excessively short or long.
(4)Check that the range set in C parameter C29 is not too narrow.
(5)Check if the wire, shielding, etc. are correctly set.",,,,MOTOWELD
,,,3,The actual welding current becomes far removed from the welding current command value.,Arc welding power source error,"(1)Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(2)Check that the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(3)Check that the wire stick out is not excessively short or long.
(4)Check that the range set in C parameter C29 is not too narrow.
(5)Check if the wire, shielding, etc. are correctly set.",,,,MOTOWELD
,,,4,The actual welding current becomes far removed from the welding current command value.,Arc welding power source error,"(1)Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(2)Check that the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(3)Check that the wire stick out is not excessively short or long.
(4)Check that the range set in C parameter C29 is not too narrow.
(5)Check if the wire, shielding, etc. are correctly set.",,,,MOTOWELD
,,,5,The actual welding current becomes far removed from the welding current command value.,Arc welding power source error,"(1)Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(2)Check that the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(3)Check that the wire stick out is not excessively short or long.
(4)Check that the range set in C parameter C29 is not too narrow.
(5)Check if the wire, shielding, etc. are correctly set.",,,,MOTOWELD
,,,6,The actual welding current becomes far removed from the welding current command value.,Arc welding power source error,"(1)Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(2)Check that the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(3)Check that the wire stick out is not excessively short or long.
(4)Check that the range set in C parameter C29 is not too narrow.
(5)Check if the wire, shielding, etc. are correctly set.",,,,MOTOWELD
,,,7,The actual welding current becomes far removed from the welding current command value.,Arc welding power source error,"(1)Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(2)Check that the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(3)Check that the wire stick out is not excessively short or long.
(4)Check that the range set in C parameter C29 is not too narrow.
(5)Check if the wire, shielding, etc. are correctly set.",,,,MOTOWELD
,,,8,The actual welding current becomes far removed from the welding current command value.,Arc welding power source error,"(1)Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(2)Check that the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(3)Check that the wire stick out is not excessively short or long.
(4)Check that the range set in C parameter C29 is not too narrow.
(5)Check if the wire, shielding, etc. are correctly set.",,,,MOTOWELD
,,,791,The actual welding current becomes far removed from the welding current command value.,Arc welding power source error,"(1)Check if the selection of motor is correct, or confirm the settings of C parameter C09.
(2)Check that the welding wire does not slip, or the wire is fed as instructed by the feeding command.
(3)Check that the wire stick out is not excessively short or long.
(4)Check that the range set in C parameter C29 is not too narrow.
(5)Check if the wire, shielding, etc. are correctly set.",,,,MOTOWELD
4279,MOTOWELD MOMENTARY OVER-CURR,"Overcurrent flows in the secondary control circuit momentarily. 
",1,"Overcurrent flows in the secondary control circuit momentarily. 
",Arc welding power source error,"(1)Check that short-circuit or the earth grounded of the output cable. 
(2)May be power circuit broken. Contact your Yaskawa representative.",,,,MOTOWELD
,,,2,"Overcurrent flows in the secondary control circuit momentarily. 
",Arc welding power source error,"(1)Check that short-circuit or the earth grounded of the output cable. 
(2)May be power circuit broken. Contact your Yaskawa representative.",,,,MOTOWELD
,,,3,"Overcurrent flows in the secondary control circuit momentarily. 
",Arc welding power source error,"(1)Check that short-circuit or the earth grounded of the output cable. 
(2)May be power circuit broken. Contact your Yaskawa representative.",,,,MOTOWELD
,,,4,"Overcurrent flows in the secondary control circuit momentarily. 
",Arc welding power source error,"(1)Check that short-circuit or the earth grounded of the output cable. 
(2)May be power circuit broken. Contact your Yaskawa representative.",,,,MOTOWELD
,,,5,"Overcurrent flows in the secondary control circuit momentarily. 
",Arc welding power source error,"(1)Check that short-circuit or the earth grounded of the output cable. 
(2)May be power circuit broken. Contact your Yaskawa representative.",,,,MOTOWELD
,,,6,"Overcurrent flows in the secondary control circuit momentarily. 
",Arc welding power source error,"(1)Check that short-circuit or the earth grounded of the output cable. 
(2)May be power circuit broken. Contact your Yaskawa representative.",,,,MOTOWELD
,,,7,"Overcurrent flows in the secondary control circuit momentarily. 
",Arc welding power source error,"(1)Check that short-circuit or the earth grounded of the output cable. 
(2)May be power circuit broken. Contact your Yaskawa representative.",,,,MOTOWELD
,,,8,"Overcurrent flows in the secondary control circuit momentarily. 
",Arc welding power source error,"(1)Check that short-circuit or the earth grounded of the output cable. 
(2)May be power circuit broken. Contact your Yaskawa representative.",,,,MOTOWELD
,,,108,"Overcurrent flows in the secondary control circuit momentarily. 
",Arc welding power source error,"(1)Check that short-circuit or the earth grounded of the output cable. 
(2)May be power circuit broken. Contact your Yaskawa representative.",,,,MOTOWELD
4280,MOTOWELD OVER-VOLTAGE,Overcurrent flows in the output side circuit.,1,Overcurrent flows in the output side circuit.,Arc welding power source error,Contact your Yaskawa representative.,,,,MOTOWELD
,,,2,Overcurrent flows in the output side circuit.,Arc welding power source error,Contact your Yaskawa representative.,,,,MOTOWELD
,,,3,Overcurrent flows in the output side circuit.,Arc welding power source error,Contact your Yaskawa representative.,,,,MOTOWELD
,,,4,Overcurrent flows in the output side circuit.,Arc welding power source error,Contact your Yaskawa representative.,,,,MOTOWELD
,,,5,Overcurrent flows in the output side circuit.,Arc welding power source error,Contact your Yaskawa representative.,,,,MOTOWELD
,,,6,Overcurrent flows in the output side circuit.,Arc welding power source error,Contact your Yaskawa representative.,,,,MOTOWELD
,,,7,Overcurrent flows in the output side circuit.,Arc welding power source error,Contact your Yaskawa representative.,,,,MOTOWELD
,,,8,Overcurrent flows in the output side circuit.,Arc welding power source error,Contact your Yaskawa representative.,,,,MOTOWELD
,,,109,Overcurrent flows in the output side circuit.,Arc welding power source error,Contact your Yaskawa representative.,,,,MOTOWELD
4281,MOTOWELD +15V POWER SUPPLY ERROR,The switching power supply unit broken.,1,The switching power supply unit broken.,Arc welding power source error,"The use of MOTOWELD-RP500:
Replace the switching power supply unit (Service parts code:35015612200) or the Main board (Service parts code:AJ0RP3024). Or, please change two of them.
The use of MOTOWELD-RL350:
Replace the Interface board (Service parts code: UNIT-Pr (IF)-008B) or the Main board (Service parts code: UNIT-Pr (MB)-030). Or, please change two of them.",,,,MOTOWELD
,,,2,The switching power supply unit broken.,Arc welding power source error,"The use of MOTOWELD-RP500:
Replace the switching power supply unit (Service parts code:35015612200) or the Main board (Service parts code:AJ0RP3024). Or, please change two of them.
The use of MOTOWELD-RL350:
Replace the Interface board (Service parts code: UNIT-Pr (IF)-008B) or the Main board (Service parts code: UNIT-Pr (MB)-030). Or, please change two of them.",,,,MOTOWELD
,,,3,The switching power supply unit broken.,Arc welding power source error,"The use of MOTOWELD-RP500:
Replace the switching power supply unit (Service parts code:35015612200) or the Main board (Service parts code:AJ0RP3024). Or, please change two of them.
The use of MOTOWELD-RL350:
Replace the Interface board (Service parts code: UNIT-Pr (IF)-008B) or the Main board (Service parts code: UNIT-Pr (MB)-030). Or, please change two of them.",,,,MOTOWELD
,,,4,The switching power supply unit broken.,Arc welding power source error,"The use of MOTOWELD-RP500:
Replace the switching power supply unit (Service parts code:35015612200) or the Main board (Service parts code:AJ0RP3024). Or, please change two of them.
The use of MOTOWELD-RL350:
Replace the Interface board (Service parts code: UNIT-Pr (IF)-008B) or the Main board (Service parts code: UNIT-Pr (MB)-030). Or, please change two of them.",,,,MOTOWELD
,,,5,The switching power supply unit broken.,Arc welding power source error,"The use of MOTOWELD-RP500:
Replace the switching power supply unit (Service parts code:35015612200) or the Main board (Service parts code:AJ0RP3024). Or, please change two of them.
The use of MOTOWELD-RL350:
Replace the Interface board (Service parts code: UNIT-Pr (IF)-008B) or the Main board (Service parts code: UNIT-Pr (MB)-030). Or, please change two of them.",,,,MOTOWELD
,,,6,The switching power supply unit broken.,Arc welding power source error,"The use of MOTOWELD-RP500:
Replace the switching power supply unit (Service parts code:35015612200) or the Main board (Service parts code:AJ0RP3024). Or, please change two of them.
The use of MOTOWELD-RL350:
Replace the Interface board (Service parts code: UNIT-Pr (IF)-008B) or the Main board (Service parts code: UNIT-Pr (MB)-030). Or, please change two of them.",,,,MOTOWELD
,,,7,The switching power supply unit broken.,Arc welding power source error,"The use of MOTOWELD-RP500:
Replace the switching power supply unit (Service parts code:35015612200) or the Main board (Service parts code:AJ0RP3024). Or, please change two of them.
The use of MOTOWELD-RL350:
Replace the Interface board (Service parts code: UNIT-Pr (IF)-008B) or the Main board (Service parts code: UNIT-Pr (MB)-030). Or, please change two of them.",,,,MOTOWELD
,,,8,The switching power supply unit broken.,Arc welding power source error,"The use of MOTOWELD-RP500:
Replace the switching power supply unit (Service parts code:35015612200) or the Main board (Service parts code:AJ0RP3024). Or, please change two of them.
The use of MOTOWELD-RL350:
Replace the Interface board (Service parts code: UNIT-Pr (IF)-008B) or the Main board (Service parts code: UNIT-Pr (MB)-030). Or, please change two of them.",,,,MOTOWELD
,,,704,The switching power supply unit broken.,Arc welding power source error,"The use of MOTOWELD-RP500:
Replace the switching power supply unit (Service parts code:35015612200) or the Main board (Service parts code:AJ0RP3024). Or, please change two of them.
The use of MOTOWELD-RL350:
Replace the Interface board (Service parts code: UNIT-Pr (IF)-008B) or the Main board (Service parts code: UNIT-Pr (MB)-030). Or, please change two of them.",,,,MOTOWELD
4282,MOTOWELD POWER SUPPLY ERROR,The switching power supply unit broken.,1,The switching power supply unit broken.,Arc welding power source error,"The use of MOTOWELD-RP500:
Replace the switching power supply unit (Service parts code:35015612200) or the Main board (Service parts code:AJ0RP3024). Or, please change two of them.
The use of MOTOWELD-RL350:
Replace the Interface board (Service parts code: UNIT-Pr (IF)-008B) or the Main board (Service parts code: UNIT-Pr (MB)-030). Or, please change two of them.",,,,MOTOWELD
,,,2,The switching power supply unit broken.,Arc welding power source error,"The use of MOTOWELD-RP500:
Replace the switching power supply unit (Service parts code:35015612200) or the Main board (Service parts code:AJ0RP3024). Or, please change two of them.
The use of MOTOWELD-RL350:
Replace the Interface board (Service parts code: UNIT-Pr (IF)-008B) or the Main board (Service parts code: UNIT-Pr (MB)-030). Or, please change two of them.",,,,MOTOWELD
,,,3,The switching power supply unit broken.,Arc welding power source error,"The use of MOTOWELD-RP500:
Replace the switching power supply unit (Service parts code:35015612200) or the Main board (Service parts code:AJ0RP3024). Or, please change two of them.
The use of MOTOWELD-RL350:
Replace the Interface board (Service parts code: UNIT-Pr (IF)-008B) or the Main board (Service parts code: UNIT-Pr (MB)-030). Or, please change two of them.",,,,MOTOWELD
,,,4,The switching power supply unit broken.,Arc welding power source error,"The use of MOTOWELD-RP500:
Replace the switching power supply unit (Service parts code:35015612200) or the Main board (Service parts code:AJ0RP3024). Or, please change two of them.
The use of MOTOWELD-RL350:
Replace the Interface board (Service parts code: UNIT-Pr (IF)-008B) or the Main board (Service parts code: UNIT-Pr (MB)-030). Or, please change two of them.",,,,MOTOWELD
,,,5,The switching power supply unit broken.,Arc welding power source error,"The use of MOTOWELD-RP500:
Replace the switching power supply unit (Service parts code:35015612200) or the Main board (Service parts code:AJ0RP3024). Or, please change two of them.
The use of MOTOWELD-RL350:
Replace the Interface board (Service parts code: UNIT-Pr (IF)-008B) or the Main board (Service parts code: UNIT-Pr (MB)-030). Or, please change two of them.",,,,MOTOWELD
,,,6,The switching power supply unit broken.,Arc welding power source error,"The use of MOTOWELD-RP500:
Replace the switching power supply unit (Service parts code:35015612200) or the Main board (Service parts code:AJ0RP3024). Or, please change two of them.
The use of MOTOWELD-RL350:
Replace the Interface board (Service parts code: UNIT-Pr (IF)-008B) or the Main board (Service parts code: UNIT-Pr (MB)-030). Or, please change two of them.",,,,MOTOWELD
,,,7,The switching power supply unit broken.,Arc welding power source error,"The use of MOTOWELD-RP500:
Replace the switching power supply unit (Service parts code:35015612200) or the Main board (Service parts code:AJ0RP3024). Or, please change two of them.
The use of MOTOWELD-RL350:
Replace the Interface board (Service parts code: UNIT-Pr (IF)-008B) or the Main board (Service parts code: UNIT-Pr (MB)-030). Or, please change two of them.",,,,MOTOWELD
,,,8,The switching power supply unit broken.,Arc welding power source error,"The use of MOTOWELD-RP500:
Replace the switching power supply unit (Service parts code:35015612200) or the Main board (Service parts code:AJ0RP3024). Or, please change two of them.
The use of MOTOWELD-RL350:
Replace the Interface board (Service parts code: UNIT-Pr (IF)-008B) or the Main board (Service parts code: UNIT-Pr (MB)-030). Or, please change two of them.",,,,MOTOWELD
,,,705,The switching power supply unit broken.,Arc welding power source error,"The use of MOTOWELD-RP500:
Replace the switching power supply unit (Service parts code:35015612200) or the Main board (Service parts code:AJ0RP3024). Or, please change two of them.
The use of MOTOWELD-RL350:
Replace the Interface board (Service parts code: UNIT-Pr (IF)-008B) or the Main board (Service parts code: UNIT-Pr (MB)-030). Or, please change two of them.",,,,MOTOWELD
4283,MOTOWELD ILLEGAL WELD TYPE,A wrong welding process is set in the welding user file.,1,A wrong welding process is set in the welding user file.,Arc welding power source error,Confirm the welding process setting in the welding user file.,,,,MOTOWELD
,,,2,A wrong welding process is set in the welding user file.,Arc welding power source error,Confirm the welding process setting in the welding user file.,,,,MOTOWELD
,,,3,A wrong welding process is set in the welding user file.,Arc welding power source error,Confirm the welding process setting in the welding user file.,,,,MOTOWELD
,,,4,A wrong welding process is set in the welding user file.,Arc welding power source error,Confirm the welding process setting in the welding user file.,,,,MOTOWELD
,,,5,A wrong welding process is set in the welding user file.,Arc welding power source error,Confirm the welding process setting in the welding user file.,,,,MOTOWELD
,,,6,A wrong welding process is set in the welding user file.,Arc welding power source error,Confirm the welding process setting in the welding user file.,,,,MOTOWELD
,,,7,A wrong welding process is set in the welding user file.,Arc welding power source error,Confirm the welding process setting in the welding user file.,,,,MOTOWELD
,,,8,A wrong welding process is set in the welding user file.,Arc welding power source error,Confirm the welding process setting in the welding user file.,,,,MOTOWELD
,,,406,A wrong welding process is set in the welding user file.,Arc welding power source error,Confirm the welding process setting in the welding user file.,,,,MOTOWELD
,,,407,A welding type is not set in a user file of the MOTOWELD.,Arc welding power source error,Set a wedling type to user file of MOTOWELD. The user file can setup in the editor screen for ARC START CONDITION FILE or ARC END CONDITION FILE of the DX100.,,,,MOTOWELD
4284,MOTOWELD SOFTWARE MULFUNCTION,The software of the welding power source has an error.,310,The version of the data base is not suitable for the software of the welding power source.,Arc welding power source error,Load the suitable database.,,,,MOTOWELD
,,,311,The version information of the PLD on the main board Pr(MB) is wrong.,Arc welding power source error,"Replace the main board (Service parts code: UNIT-Pr (MB)-030).
Contact your Yaskawa representative",,,,MOTOWELD
,,,312,The version of the firmware of front panel is not suitable for the software of the main board Pr(MB).,Arc welding power source error,"Replace the main board (Service parts code: UNIT-Pr (MB)-030).
Contact your Yaskawa representative",,,,MOTOWELD
,,,316,The check sum of the PLD on the main board Pr(MB) is wrong.,Arc welding power source error,"Replace the main board (Service parts code: UNIT-Pr (MB)-030).
Contact your Yaskawa representative",,,,MOTOWELD
,,,317,The program or data base was load by the ethernet.,Arc welding power source error,Reboot the power source.,,,,MOTOWELD
,,,318,The check sum error of loading data.,Arc welding power source error,"(1)Do not turn off the power source and reload the data.
(2)In case of turn off and reboot was OK, reload the data.
(3)In case of turn off and reboot was NG, load the data by special loading tool.
(4)Other case of step 1,2,3, replace the main board Pr(MB)-030.",,,,MOTOWELD
,,,400,Watch dog error of the PLD.,Arc welding power source error,"(!)reboot the power source.
(2)Replace the main board {Pr(MB) -030}.
    Contact your Yaskawa representative.",,,,MOTOWELD
4285,MOTOWELD MACHINE SETTING ERROR,The machine type is wrong.,320,The machine type is wrong.,Arc welding power source error,"(1)Check the connection between front panel and main board.
(2)Check the status of dip switch （SW301） on the front panel.
(3)Replace the front panel.
(4)Replace the main board.",,,,MOTOWELD
4286,MOTOWELD CURRENT CLASS ERROR,The current class 350A / 500A setting is wrong.,330,The current class 350A / 500A setting is wrong.,Arc welding power source error,"(1)Confirm the power source class which of 350A or 500A.
(2)Switch a status of dip switch SW600 which of 350A or 500A. 
(3)Change the software which for correct current class.",,,,MOTOWELD
4287,SHORTCUT COUNT OVER (BEAD NG),The count of shortcircuit is largely decreased.(The bead NG),795,The count of shortcircuit is largely decreased.(The bead NG),Arc welding power source error,"(1) Check that setting current is not too high.
(2) Check that range set in C parameter C62 is not too narrow.
(3) Check that the wire stick out is not excessively short.",,,,MOTOWELD
4288,AC-UNIT ERROR,AC-UNIT ERROR,126,AC unit temperature anomaly,AC-UNIT error,"(1) Check the ambient temperature(45degrees or below) and the usage rate(60%)
(2) Check for no dirt or clogging in the dust-proof filter. Check or replace as needed.
(3) Make sure thermal guard of AC unit is not broken.",,,,MOTOWELD
,,,129,AC unit overvoltage,AC-UNIT error,"(1) Check the usage rate (60%)
(2) Check the length of the power cable is round-trip less than 20m.
(3) Check a power cable does not wind up a coil.
",,,,MOTOWELD
,,,623,AC welding method setting error,AC-UNIT error,It can not AC welding for the AC unit is not connected.,,,,MOTOWELD
4289,SERVO PACK ALARM (EAGL),SERVO PACK ALARM (EAGL),530,SERVO PACK ALARM (EAGL),Servo Pack error,"(1) A.720: Overload (maximum continuous)
? Check to that the wire is not strike the material.
? Check to whether the feed resistance is not excessive.
? There is a possibility of servo pack failure. Please replace the servo pack.
(2) A.C90: Encoder communication error
? There is a connection possibility of failure of the Encoder cable.
? There is a bad connection possibility of the Encoder cable.Check whether each connector is connected.
? There is a possibility of Encoder cable disconnection. Please replace the encoder cable.
? There is a possibility of servo motor main circuit cable failure. Please replace the servo motor main circuit cable.
? There is a possibility of servo pack failure. Please replace the servo pack.
(3) A.b33: Current detection abnormality
? There is a bad connection possibility of the servo motor main circuit cable. Check the connection of each connector.
? There is a possibility of disconnection of the servo motor main circuit cable.Please replace the servo motor main circuit cable.
? There is a possibility of servo pack failure. Please replace the servo pack.
4) A.100: Overcurrent detection 
? There is a bad connection possibility of the servo motor main circuit cable. Please replace the servo motor main circuit cable.
? There is a possibility of life of the servo motor. Please replace the servo motor.
? There is a possibility of servo pack failure. Please replace the servo pack.",,,,MOTOWELD
4290,TPS:ERROR,An error occurred in the Fronius welding power source.,1,"no Prg 
Sub code[1**] shows the error code of Fronius power source
1 :main error code
** :sub error code",Arc welding power source error,"Select a pre-programmed program 
Confirm the Fronius's manual",,,,Fronius
,,,2,"ts1 
Sub code[2**] shows the error code of Fronius power source 
2 :main error code 
** :sub error code",Arc welding power source error,"Allow the machine to cool 
Confirm the Fronius's manual",,,,Fronius
,,,3,"ts2 
Sub code[3**] shows the error code of Fronius power source 
3 :main error code 
** :sub error code",Arc welding power source error,"Allow the machine to cool 
Confirm the Fronius's manual",,,,Fronius
,,,4,"ts3 
Sub code[4**] shows the error code of Fronius power source 
4 :main error code 
** :sub error code",Arc welding power source error,"Allow the machine to cool 
Confirm the Fronius's manual",,,,Fronius
,,,5,"tp1 
Sub code[5**] shows the error code of Fronius power source 
5 :main error code 
** :sub error code",Arc welding power source error,"Allow the machine to cool 
Confirm the Fronius's manual",,,,Fronius
,,,6,"tp2 
Sub code[6**] shows the error code of Fronius power source 
6 :main error code 
** :sub error code",Arc welding power source error,"Allow the machine to cool 
Confirm the Fronius's manual",,,,Fronius
,,,7,"tp3 
Sub code[7**] shows the error code of Fronius power source 
7 :main error code 
** :sub error code",Arc welding power source error,"Allow the machine to cool 
Confirm the Fronius's manual",,,,Fronius
,,,8,"tp4 
Sub code[8**] shows the error code of Fronius power source 
8 :main error code 
** :sub error code",Arc welding power source error,"Allow the machine to cool 
Confirm the Fronius's manual",,,,Fronius
,,,9,"tp5 
Sub code[9**] shows the error code of Fronius power source 
9 :main error code 
** :sub error code",Arc welding power source error,"Allow the machine to cool 
Confirm the Fronius's manual",,,,Fronius
,,,10,"tp6 
Sub code[10**] shows the error code of Fronius power source 
10 :main error code 
** :sub error code",Arc welding power source error,"Allow the machine to cool 
Confirm the Fronius's manual",,,,Fronius
,,,11,"Errtf1 
Sub code[11**] shows the error code of Fronius power source 
11 :main error code 
** :sub error code",Arc welding power source error,"Change the thermosensor on the sec. side
Confirm the Fronius's manual",,,,Fronius
,,,12,"Errtf2 
Sub code[12**] shows the error code of Fronius power source 
12 :main error code 
** :sub error code",Arc welding power source error,"Change the thermosensor on the prim. side
Confirm the Fronius's manual",,,,Fronius
,,,13,"Errtf3 
Sub code[13**] shows the error code of Fronius power source 
13 :main error code 
** :sub error code",Arc welding power source error,"Check cable tree of temperature sensors
Confirm the Fronius's manual",,,,Fronius
,,,14,"Errtf4 
Sub code[14**] shows the error code of Fronius power source 
14 :main error code 
** :sub error code",Arc welding power source error,"Only for MagicWave power source
Confirm the Fronius's manual",,,,Fronius
,,,15,"Errtf5 
Sub code[15**] shows the error code of Fronius power source 
15 :main error code 
** :sub error code",Arc welding power source error,"Check cable tree of temperature sensors
Confirm the Fronius's manual",,,,Fronius
,,,16,"Errtf6 
Sub code[16**] shows the error code of Fronius power source 
16 :main error code 
** :sub error code",Arc welding power source error,"Change BPS pc-board
Confirm the Fronius's manual",,,,Fronius
,,,17,"DSPE05 
Sub code[17**] shows the error code of Fronius power source 
17 :main error code 
** :sub error code",Arc welding power source error,"Update firmware, otherwise change the UST board
Confirm the Fronius's manual",,,,Fronius
,,,18,"ErrbPS 
Sub code[18**] shows the error code of Fronius power source 
18 :main error code 
** :sub error code",Arc welding power source error,"Update firmware, otherwise change the UST board or otherwise change the BPS board
Confirm the Fronius's manual",,,,Fronius
,,,19,"Err IP 
Sub code[19**] shows the error code of Fronius power source 
19 :main error code 
** :sub error code",Arc welding power source error,"Change the BPS board
Change the secondary diode
Change the welding transformer
Confirm the Fronius's manual",,,,Fronius
,,,20,"DSPAxx 
Sub code[20**] shows the error code of Fronius power source 
20 :main error code 
** :sub error code",Arc welding power source error,"Update firmware, otherwise change the UST board
Confirm the Fronius's manual",,,,Fronius
,,,21,"DSPExx 
Sub code[21**] shows the error code of Fronius power source 
21 :main error code 
** :sub error code",Arc welding power source error,"Update firmware, otherwise change the UST board
Confirm the Fronius's manual",,,,Fronius
,,,22,"ErrEPF 
Sub code[22**] shows the error code of Fronius power source 
22 :main error code 
** :sub error code",Arc welding power source error,"Update firmware, otherwise change the UST board
Confirm the Fronius's manual",,,,Fronius
,,,23,"Err23.x 
Sub code[23**] shows the error code of Fronius power source 
23 :main error code 
** :sub error code",Arc welding power source error,"Update firmware, otherwise change the UST board
Confirm the Fronius's manual",,,,Fronius
,,,24,"Err24.x 
Sub code[24**] shows the error code of Fronius power source 
24 :main error code 
** :sub error code",Arc welding power source error,"Update firmware, otherwise change the UST board
Confirm the Fronius's manual",,,,Fronius
,,,25,"Err25.x 
Sub code[25**] shows the error code of Fronius power source 
25 :main error code 
** :sub error code",Arc welding power source error,"Update firmware, otherwise change the UST board
Confirm the Fronius's manual",,,,Fronius
,,,26,"Err26.x 
Sub code[26**] shows the error code of Fronius power source 
26 :main error code 
** :sub error code",Arc welding power source error,"Check whether the CfgMem has good contact to the connecting cables and in the plug.
Re-crimp if necessary.
If this does not help, remove and send to Fronius Austria, together with details of the series number of the machine.
Confirm the Fronius's manual",,,,Fronius
,,,27,"Err027 
Sub code[27**] shows the error code of Fronius power source 
27 :main error code 
** :sub error code",Arc welding power source error,"Measure the +24VDC of NT 24
Confirm the Fronius's manual",,,,Fronius
,,,28,"Err028 
Sub code[28**] shows the error code of Fronius power source 
28 :main error code 
** :sub error code",Arc welding power source error,"Change the cooling-unit temperature sensor
Confirm the Fronius's manual",,,,Fronius
,,,29,"DSPC 
Sub code[29**] shows the error code of Fronius power source 
29 :main error code 
** :sub error code",Arc welding power source error,"Update firmware, otherwise change the UST board
Confirm the Fronius's manual",,,,Fronius
,,,30,"EFd 
Sub code[30**] shows the error code of Fronius power source 
30 :main error code 
** :sub error code",Arc welding power source error,"Check the wirefeed system.
Confirm the Fronius's manual",,,,Fronius
,,,31,"Err31 
Sub code[31**] shows the error code of Fronius power source 
31 :main error code 
** :sub error code",Arc welding power source error,"Update firmware, otherwise change the UST board
Confirm the Fronius's manual",,,,Fronius
,,,32,"EcF 
Sub code[32**] shows the error code of Fronius power source 
32 :main error code 
** :sub error code",Arc welding power source error,"Install correct primary BPS power module
Confirm the Fronius's manual",,,,Fronius
,,,33,"tSt 
Sub code[33**] shows the error code of Fronius power source 
33 :main error code 
** :sub error code",Arc welding power source error,"Allow the machine to cool 
Confirm the Fronius's manual",,,,Fronius
,,,34,"Errtf7 
Sub code[34**] shows the error code of Fronius power source 
34 :main error code 
** :sub error code",Arc welding power source error,"Change the UST board
Confirm the Fronius's manual",,,,Fronius
,,,35,"DSP KL 
Sub code[35**] shows the error code of Fronius power source 
35 :main error code 
** :sub error code",Arc welding power source error,"Update firmware, otherwise change the UST board
Confirm the Fronius's manual",,,,Fronius
,,,36,"DSPnSy 
Sub code[36**] shows the error code of Fronius power source 
36 :main error code 
** :sub error code",Arc welding power source error,"Update firmware, otherwise change the UST board
Confirm the Fronius's manual",,,,Fronius
,,,37,"US POL 
Sub code[37**] shows the error code of Fronius power source 
37 :main error code 
** :sub error code",Arc welding power source error,"Change over the polarity of the two cables otherwise change the UST board
Confirm the Fronius's manual",,,,Fronius
,,,38," -Stop-
Sub code[38**] shows the error code of Fronius power source 
38 :main error code 
** :sub error code",Arc welding power source error,"Deactivate the -Stop- by input -RobotReady- and activate briefly -SourceErrorReset-
Confirm the Fronius's manual",,,,Fronius
,,,39,"NoH2O 
Sub code[39**] shows the error code of Fronius power source 
39 :main error code 
** :sub error code",Arc welding power source error,"Check the coolant level and (if appropriate) the coolant return-flow rate
If necessary, clean the coolant filter.
Rate-of-flow watchdog may be defective
Confirm the Fronius's manual",,,,Fronius
,,,40,"ErrLic 
Sub code[40**] shows the error code of Fronius power source 
40 :main error code 
** :sub error code",Arc welding power source error,"
Confirm the Fronius's manual",,,,Fronius
