DX100,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,Chart1,Chart2,Detail,Notes
,,,11,The I/O module connected to the serial bus #11 is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The MⅡ communications cable which I/O module of the corresponding node number
・(In case of MⅡ communications last station) Terminator
・24V power of the corresponding I/O module",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,12,The I/O module connected to the serial bus #12 is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The MⅡ communications cable which I/O module of the corresponding node number
・(In case of MⅡ communications last station) Terminator
・24V power of the corresponding I/O module",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,13,The I/O module connected to the serial bus #13 is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The MⅡ communications cable which I/O module of the corresponding node number
・(In case of MⅡ communications last station) Terminator
・24V power of the corresponding I/O module",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,14,The I/O module connected to the serial bus #14 is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・MⅡ communications cable (CN114) of the YIF board
・MⅡ communications cable (CN300) of the YIU unit
・(In case of MⅡ communications last station) Terminator
・24V power of the YIU unit",,,,HWC
,,,,,YIU unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following unit. 
・YIU unit",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,15,The I/O module connected to the serial bus #15 is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
・The rotary switch setting which specifies slot numbers of each I/O module
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The MⅡ communications cable which I/O module of the corresponding node number
・(In case of MⅡ communications last station) Terminator
・24V power of the corresponding I/O module",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,16,The I/O module connected to the 1st PCI bus is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
・PCI slot number in which each PCI board is mounted
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following connector.
・The PCI connector of the corresponding I/O module",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
・The corresponding I/O module (PCI board)",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,17,The I/O module connected to the 2nd PCI bus is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
・PCI slot number in which each PCI board is mounted
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following connector.
・The PCI connector of the corresponding I/O module",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
・The corresponding I/O module (PCI board)",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,18,The I/O module connected to the 3rd PCI bus is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
・PCI slot number in which each PCI board is mounted
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following connector.
・The PCI connector of the corresponding I/O module",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
・The corresponding I/O module (PCI board)",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,19,The I/O module connected to the 4th PCI bus is different from the function of the set I/O module.,Setting error,"(1)Check the following settings.
・PCI slot number in which each PCI board is mounted
・I/O module settings in maintenance mode
Please refer to the manual of each IO module for the details of the setting..",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following connector.
・The PCI connector of the corresponding I/O module",,,,HWC
,,,,,Board failure（I/O module）,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the following board. Save the CMOS.BIN before replace the board to be safe.
・The corresponding I/O module (PCI board)",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
0330,VERIFY ERROR(APPLICATION),The DX100 verifies that the application parameters are correctly set during a startup process. This alarm occurs if the DX100 detects an error in the verification process.,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
0350,VERIFY ERROR(DEVICENET ALLOC FL),"The communication setting of the DeviceNet needs to be recorded when JARCR-XFB01B (DeviceNet board) is used as a communication master.The file with these records are called the DeviceNet allocation file. 
DX100 checks if the file is appropriate with the system when turning the power ON.",0,"The station No. specified by the DeviceNet allocation file1 is incorrect (the station No. is out of the allowable range, or the specified station board is not the DeviceNet master).",Setting error,"(1)Check the following settings.
[XFB01 board]
・The settings of the objective DeviceNet allocation file
・The I/O module settings of the objective DeviceNet board in maintenance mode
・The DeviceNet allocation of the I/O module in maintenance mode",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,1,The MAC_ID specified by the DeviceNet allocation file1 is not consistent with the MAC_ID of the specified station board.,Setting error,"(1)Check the following settings.
[XFB01 board]
・The settings of the objective DeviceNet allocation file
・The I/O module settings of the objective DeviceNet board in maintenance mode
・The DeviceNet allocation of the I/O module in maintenance mode",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,2,Inconsistency was detected in the scan list of the DeviceNet allocation file1.,Setting error,"(1)Check the following settings.
[XFB01 board]
・The settings of the objective DeviceNet allocation file
・The I/O module settings of the objective DeviceNet board in maintenance mode
・The DeviceNet allocation of the I/O module in maintenance mode",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,10,"The station No. specified by the DeviceNet allocation file2 is incorrect (the station No. is out of the allowable range, or the specified station board is not the DeviceNet master).",Setting error,"(1)Check the following settings.
[XFB01 board]
・The settings of the objective DeviceNet allocation file
・The I/O module settings of the objective DeviceNet board in maintenance mode
・The DeviceNet allocation of the I/O module in maintenance mode",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,11,The MAC_ID specified by the DeviceNet allocation file2 is not consistent with the MAC_ID of the specified station board.,Setting error,"(1)Check the following settings.
[XFB01 board]
・The settings of the objective DeviceNet allocation file
・The I/O module settings of the objective DeviceNet board in maintenance mode
・The DeviceNet allocation of the I/O module in maintenance mode",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,12,Inconsistency was detected in the scan list of the DeviceNet allocation file2.,Setting error,"(1)Check the following settings.
[XFB01 board]
・The settings of the objective DeviceNet allocation file
・The I/O module settings of the objective DeviceNet board in maintenance mode
・The DeviceNet allocation of the I/O module in maintenance mode",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
0370,VERIFY ERROR(SPOT WELDER I/F),The designation in the parameter is different from the connected welding timer.,,The designation in the parameter is different from the connected welding timer.,Setting error,"(1)Check the following settings.
・The welding timer designation",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
0390,VERIFY ERROR(SEGMENT CLOCK),Illegal instruction cycle is set.,,Illegal instruction cycle is set.,Setting error,"(1)Check the following settings.
・Instruction execution cycle",,,,HWC
,,,,,YCP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YCP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the YCP01 board, and then remove the CF from the failure YCP01 board to insert it into the new YCP01 board.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
0400,PARAMETER TRANSMISSION ERROR,The parameters required for the EAXA board operation are transferred from the YCP01 board. This alarm occurs if the parameters are not successfully transferred.,50,An error occurred during the parameter/file transfer to the 1st servo board.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (0) of the corresponding node number (SV#1)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,51,An error occurred during the parameter/file transfer to the 2nd servo board.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (1) of the corresponding node number (SV#2)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,52,An error occurred during the parameter/file transfer to the 3rd servo board.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (2) of the corresponding node number (SV#3)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,53,An error occurred during the parameter/file transfer to the 4th servo board.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (3) of the corresponding node number (SV#4)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,54,An error occurred during the parameter/file transfer to the 5th servo board.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (4) of the corresponding node number (SV#5)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,55,An error occurred during the parameter/file transfer to the 6th servo board.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (5) of the corresponding node number (SV#6)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,56,An error occurred during the parameter/file transfer to the 7th servo board.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (6) of the corresponding node number (SV#7)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,57,An error occurred during the parameter/file transfer to the 8th servo board.,Setting error,"(1)Check the following settings.
・Control group settings in maintenance mode
・The EAXA board rotary switch setting (7) of the corresponding node number (SV#8)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The PCI connector of the YIF01 board
・The cable of YIF board connector CN113",,,,HWC
,,,,,EAXA board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the EAXA board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,60,An error occurred during the parameter/file transfer to the 1st communication conversion board (YGW01).,Setting error,"(1)Check the following settings;
・Control group setting in maintenance mode
・Rotary switch setting of YGW01 board for the corresponding node number(YGW#1): (0）",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The cable of YGW01 board CN901
・The cable of YGW01board connector CN901/901/903
・PCI connector of YIF01 board
・The cable of YIF board connector CN113
",,,,HWC
,,,,,YGW01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YGW01 board. Save the CMOS.BIN before replacing the board.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,61,An error occurred during the parameter/file transfer to the 2nd communication conversion board (YGW01).,Setting error,"(1)Check the following settings;
・Control group setting in maintenance mode
・Rotary switch setting of YGW01 board for the corresponding node number(YGW#2): (1）",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The cable of YGW01 board CN901
・The cable of YGW01board connector CN901/901/903
・PCI connector of YIF01 board
・The cable of YIF board connector CN113
",,,,HWC
,,,,,YGW01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YGW01 board. Save the CMOS.BIN before replacing the board.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,62,An error occurred during the parameter/file transfer to the 3rd communication conversion board (YGW01).,Setting error,"(1)Check the following settings;
・Control group setting in maintenance mode
・Rotary switch setting of YGW01 board for the corresponding node number(YGW#3): (2）",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The cable of YGW01 board CN901
・The cable of YGW01board connector CN901/901/903
・PCI connector of YIF01 board
・The cable of YIF board connector CN113
",,,,HWC
,,,,,YGW01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YGW01 board. Save the CMOS.BIN before replacing the board.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,63,An error occurred during the parameter/file transfer to the 4th communication conversion board (YGW01).,Setting error,"(1)Check the following settings;
・Control group setting in maintenance mode
・Rotary switch setting of YGW01 board for the corresponding node number(YGW#4): (3）",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The cable of YGW01 board CN901
・The cable of YGW01board connector CN901/901/903
・PCI connector of YIF01 board
・The cable of YIF board connector CN113
",,,,HWC
,,,,,YGW01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YGW01 board. Save the CMOS.BIN before replacing the board.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,64,An error occurred during the parameter/file transfer to the 5th communication conversion board (YGW01).,Setting error,"(1)Check the following settings;
・Control group setting in maintenance mode
・Rotary switch setting of YGW01 board for the corresponding node number(YGW#5): (4）",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The cable of YGW01 board CN901
・The cable of YGW01board connector CN901/901/903
・PCI connector of YIF01 board
・The cable of YIF board connector CN113
",,,,HWC
,,,,,YGW01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YGW01 board. Save the CMOS.BIN before replacing the board.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,65,An error occurred during the parameter/file transfer to the 6th communication conversion board (YGW01).,Setting error,"(1)Check the following settings;
・Control group setting in maintenance mode
・Rotary switch setting of YGW01 board for the corresponding node number(YGW#6): (5）",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
・The cable of EAXA board CN509
・The cable of EAXA board connector CN515/516
・The cable of YGW01 board CN901
・The cable of YGW01board connector CN901/901/903
・PCI connector of YIF01 board
・The cable of YIF board connector CN113
",,,,HWC
,,,,,YGW01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YGW01 board. Save the CMOS.BIN before replacing the board.",,,,HWC
,,,,,YIF board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the YIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the YIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,66,An error occurred during the parameter/file transfer to the 7th communication conversion board (YGW01).,Setting error,"(1)Check the following settings;
・Control group setting in maintenance mode
・Rotary switch setting of YGW01 board for the corresponding node number(YGW#7): (6）",,,,HWC
