NX100,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm number,Alarm Name,Contents,Sub Code,Meaning,Cause,Remedy,1,2,3,Notes
,,,252,,GETFILE undefined file,,,,,
4207,SYSTEM ERROR (MOTION),,,,A system error occurred in MOTION.,,,,,
,,,255,,Function or other processing parameter error,"Reset the alarm, and then try again. Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,1000,,System clock (RTC) setting error,,,,,
,,,1001,,System task priority arrangement error,,,,,
,,,1002,,VxWorks primitive error (msgQCreate),,,,,
,,,1003,,VxWorks primitive error (msgQSend),,,,,
,,,1004,,VxWorks primitive error (msgQReceive),,,,,
,,,1005,,VxWorks primitive error (semBCreate),,,,,
,,,1006,,VxWorks primitive error (semGive),,,,,
,,,1007,,VxWorks primitive error (semTake),,,,,
,,,2000,,Failed system job environment configuration,,,,,
,,,,,,,,,,
4208,SYSTEM ERROR (ARITH),,,,A system error occurred in the path control section.,,,,,
,,,1,,Prereading task is not completed.,"Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
,,,2,,The answer bank flag is already set.,,,,,
,,,3,,Inner path motion is impossible.,,,,,
,,,4,,Error in the number of position data,,,,,
,,,5,,The averaging buffer in the arithmetic section is destroyed.,,,,,
,,,6,,No previous bank exists.,,,,,
,,,7,,The answer bank flag is ON.,,,,,
,,,8,,An error occurred in preparation of current position.,,,,,
,,,9,,Mails could not correctly be received in the current task.,,,,,
,,,10,,Spline-curve path designation error,,,,,
,,,11,,The previous bank�s prereading conversion could not correctly be completed.,,,,,
,,,12,,A robot designation error occurred at JOG operation using the external reference point.,,,,,
,,,13,,Designation error of cubic interference coordinates,,,,,
,,,14,,Path control position data error of prereading bank,,,,,
,,,15,,Weaving control position data error of prereading bank,,,,,
,,,16,,Station/base axis motion command error,,,,,
,,,18,,User coordinates number error,,,,,
4208,SYSTEM ERROR (ARITH),,,,A system error occurred in the path control section.,,,,,
,,,19,,Processing error in re-preparation of segment control data,"Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
,,,20,,Prereading task not completed at master in twin synchronous system,,,,,
,,,21,,Zero division occurred at observer operation.,,,,,
,,,22,,Processing error in optimized acceleration/deceleration control,,,,,
,,,23,,Dynamic model arithmetic error,,,,,
,,,24,,Speed limit control error (excessive moment of gravity),,,,,
,,,25,,Square root of a negative number,,,,,
,,,26,,The system number is not set at master in twin synchronous system.,,,,,
,,,27,,Designation error of control group for servo sealer gun,,,,,
,,,28,,Designation error of control condition for servo sealer gun,,,,,
,,,29,,FORMCUT internal control error,,,,,
,,,30,,Arm interference check error (radius data referencing mistake),,,,,
,,,31,,Arm interference check error (miscalculation using direct kinematics),,,,,
,,,32,,Arm interference check error (L- axis expansion flag setting error),,,,,
,,,33,,Arm interference check error (check-point re-setting error),,,,,
,,,34,,Impossible to edit the averaging buffer (zero division),,,,,
,,,35,,No master-group is designated at preparation of master-tool user coordinates.,,,,,
,,,37,,Gauging function error (command designation error),,,,,
,,,38,,A coordinated motion was attempted using the Following function.,The coordinated motion cannot be performed by the Following function. Change the setting so that only the robot moves.,,,,
,,,39,,Zero or a negative value is set for the bending speed of the Following function.,Set a positive value for the bending speed.,,,,
,,,40,,Zero or a negative value is set for the bending stroke of the Following function.,Set a positive value for the bending stroke.,,,,
,,,41,,Pulse linked JOG function error,"Reset the alarm, and then try again.",,,,
,,,42,,Special JOG operation error,,,,,
4209,OFFLINE SYSTEM ERROR (ARITH),,,,A system error occurred in the offline position-data preparation section.,,,,,
,,,100,,Data setting error in offline data bank,"Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
,,,101,,Data setting error in offline answer bank,,,,,
,,,102,,OFF_USER_POS occupation control error,,,,,
,,,103,,OFF_USER_POS valid control error,,,,,
,,,104,,Mail-receiving error of offline task,,,,,
,,,105,,Offline occupation control error,,,,,
,,,106,,Designation error for offline cubic interference coordinates,,,,,
,,,107,,"OFF_USER_ROT_POS
occupation control error",,,,,
,,,108,,OFF_USER_ROT_POS valid control error,,,,,
,,,109,,OFF_CV_CALIB_POS occupation control error,,,,,
,,,110,,OFF_CV_CALIB_POS valid control error,,,,,
,,,111,,Incorrect teaching for offline conveyor tracking turntable function,,,,,
,,,112,,No robot is designated for offline conveyor tracking turntable function.,,,,,
4210,"SYSTEM ERROR
(Local variable)",,,,An error occurred in local variable control process.,,,,,
,,,-1,,Local variable is not used.,"Reset the alarm, and then try again. Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,-2,,Memory area for local variable could not be obtained.,,,,,
,,,-3,,No unused handle value exists when local variable area is created.,,,,,
,,,-4,,An error occurred in exclusive control.,,,,,
,,,-5,,Handle value is invalid for specified local variable.,,,,,
,,,-6,,Handle value is incorrect for specified local variable.,,,,,
,,,-7,,An error occurred when memory area for local variable was released.,,,,,
,,,-8,,An error occurred when memory area for local variable was registered.,,,,,
,,,-9,,Local variable control process is not initialized.,,,,,
,,,-10,,Local variable area shared heap area.,,,,,
,,,-11,,An error occurred in exclusive control.,,,,,
4220,SERVO POWER OFF FOR JOB,,,,The servo power is not supplied to the job control group axis (control group for subcode) to be operated.,"Turn OFF the servo power supply, and then turn ON the servo power supply for the group axis to be operated.",,,,
4221,SERVO POWER OFF FOR JOB,,,,The servo power is not supplied to the job control group axis (control group for subcode) to be operated.,"Turn OFF the servo power supply, and then turn ON the servo power supply for the group axis to be operated.",,,,
4222,INPUT COMPARISON ERROR (DSW),,"0000_
00**",,"A dual signal is mutually checking with the result that Enable switch (DSW and EXDSW) I/O signal does not have a match signal as a result the mutual check of a dual signal.
0000_0001: DSW
0000_0010: EXDSW",Check the enable switch (DSW and EXDSW) I/O signal.,,,,
4223,SAFE CIRCUIT SIGNAL DISAGREEMEN T (SERVO),,1,,A safety circuit signal error occurred in I/O unit.,Check the wiring of the safety circuit signal cables connected to the I/O contactor unit.,,,,
,,,2,,A safety circuit signal error occurred in I/O unit.,,,,,
,,,3,,A safety circuit signal error occurred in I/O unit.,,,,,
4224,MEMORY PLAY FILE ERROR,,,,An error occurred in memory play file.,,,,,
,,,-1,,An error occurred in control process.,Needs investigation. Contact your Yaskawa representative.,,,,
,,,-2,,The arrangement address information is destroyed for memory play file system.,,,,,
,,,-3,,The fixed control information is destroyed for memory play file system.,,,,,
,,,-4,,The memory play file number is incorrect.,,,,,
,,,-5,,An attempt was made to newly register the memory play file under use.,,,,,
,,,-6,,An error occurred in checking written sampling data when the data was written to CMOS.,,,,,
,,,-7,,An attempt was made to access an unused memory play file data.,,,,,
,,,-8,,The memory play file is destroyed.,,,,,
,,,-9,,The memory area for sampling data is full.,,,,,
,,,-10,,The sampling data is destroyed.,,,,,
,,,-11,,Data in control process is incorrect.,,,,,
,,,-12,,The sampling data is scanned only at top or end position.,,,,,
,,,-13,,The memory play file system is not initialized.,,,,,
,,,-14,,The offset value is out of range at sampling data scanning.,,,,,
4228,WRONG DATA,,,,"Chain inconsistency between the Job instruction file and position file due to following factors:
? Overlapped chain with the same
position data
? Unregistered position data is chained with the Job instructio file.
? Registered position data is not chained.
For details, refer to ""NX100 OPTIONS INSTRUCTIONS FOR JOB DATA SIMPLIFIED RESTORATION FUNCTION (HW0483260)"".","Reset the alarm, and then select WORNG DATA LOG under SETUP in maintenance mode to check the factor of the inconsistency.
Select RESTORE under the pull-down menu UTILITY to restore the system. If it succeeds in restoration, the indication in the screen changes from ""OCCURRED ON"" to ""RESTORED ON"". Then, turn the control power ON.
For the factor ?, check the position of the corresponding file, then correct the position. For the factor ?, register the position of the corresponding file again.
If it fails in restoration, refer to ""NX100 OPTIONS INSTRUCTIONS FOR JOB DATA SIMPLIFIED RESTORATION
FUNCTION (HW0483260)"", and restore the file system.",,,,
4300,SERVO PARAMETER ERROR,,,,The parameter input value is out of the allowable range.,Reset the value within the allowable range.,,,,
4301,CONTACTOR ERROR,,,,"An error occurred in the contactor due to a defective contactor unit or circuit board.
The contactor of contactor unit did not turn ON at servo ON.
The signal from the contactor turned OFF while the servo was ON.
The signal from the contactor remains ON when the servo turned OFF at emergency stop. The contactor turned ON while the servo was OFF for emergency stop.","Reset the alarm, and then turn ON the servo again.
Check the 24-V power supply for I/O.",,,,
4302,BRAKE CIRCUIT ERROR,,,,"The brake relay signal did not turn ON when the servo turned ON. The brake relay signal turned OFF while the servo was ON.
The brake signal remains ON when the servo turned OFF at emergency stop.
The brake signal turned ON while the servo was OFF for emergency stop.","Reset the alarm, and then turn ON the servo again.
If the error occurs again, replace the contactor unit and/or servo control circuit board.",,,,
4303,CONVERTER READY SIGNAL ERROR,,,,"No response of charge completion was sent from the converter when the servo turned ON.
The SERVO READY signal turned OFF while the servo was ON.
The SERVO READY signal remains ON when the servo turned OFF at emergency stop. The SERVO READY signal turned ON while the servo was OFF for emergency stop.
The primary power supply voltage is too low.
The voltage dropped. Defective servo control and/or converter","Reset the alarm, and then turn ON the servo again.
Check the primary power supply voltage.  If the error occurs again, replace the servo control circuit board and/or converter.",,,,
4304,CONVERTER INPUT POWER ERROR,,,,"No response of primary power supply input was sent from the converter when the servo turned ON.
The READY 1 signal remains ON when the servo turned OFF at emergency stop.
The READY 1 signal turned ON while the servo was OFF for emergency stop.
Incorrect wiring or voltage drop of primary power supply
Defective servo control and/or converter","Check the wiring for the primary power supply of the SERVOPACK.
Confirm that the power supply voltage is 170V or more.
If the error occurs again, replace the servo control circuit board and/or converter.",,,,
4305,CONVERTER CIRCUIT CHARGE ERROR,,,,"No response (READY 2 signal) of charge completion was sent from the converter when the servo turned ON.
The READY 2 signal turned OFF while the servo was ON.
The READY 2 signal remains ON when the servo turned OFF at emergency stop.
The READY 2 signal turned ON while the servo was OFF for emergency stop.
Incorrect wiring and/or voltage drop of primary power supply Defective servo control circuit board, converter, and/or amplifier","Check the wiring for the primary power supply of the SERVOPACK.
Confirm that the power supply voltage is 170V or more.
If the error occurs again, replace the servo control circuit board and/or converter.",,,,
4306,AMPLIFIER READY SIGNAL ERROR,,,,"No response ""Power ON"" was sent from the amplifier when the servo turned ON.
The amplifier READY signal turned OFF while the servo was ON.
The amplifier READY signal remains ON when the servo turned OFF at emergency stop. The amplifier READY signal turned ON while the servo was OFF for emergency stop.
Defective servo control circuit board, converter, and/or amplifier","Check the wiring for the primary power supply of the SERVOPACK.
Confirm that the power supply voltage is 170V or more.
If the error occurs again, replace the WRCA01 circuit board, servo control circuit board, converter, and/or amplifier.",,,,
4307,SERVO ON SPEED ERROR,,,,"The motion speed of the encoder before the dynamic brake turns OFF in servo ON sequence exceeded the threshold for a certain period.
The servo power supply turned ON while the robot (motor and encoder) was moving.","The control power supply cannot be turned ON while the robot is moving.
Stop the robot motion, and then turn ON the servo power supply.",,,,
4308,VOLTAGE DROP (CONVERTER),,,,"The DC power voltage supplied to the SERVOPACK amplifier dropped below 143V due to:
- Low voltage of the primary power supply
- Open phase
- Defective converter
- Defective servo control circuit board","Check the wiring for the primary power supply of the SERVOPACK.
Confirm that the power supply voltage is 170V or more.
If the error occurs again, replace the servo control circuit board, servo control circuit board, and/or converter.",,,,
4309,DEFECTIVE ENCODER INTERNAL DATA,,,,Serial encoder internal parameter error occurred.,"Reset the alarm, and then perform the home positioning again.  Turn the power OFF then back ON.
If the error occurs again, replace the motor of the corresponding axis.",,,,
4310,ENCODER OVERHEAT,,,,"The temperature of the encoder exceeded 100 ?C.
Encoder thermistor failure","Review the load condition and ambient operating temperature.
Confirm that the primary power supply voltage is 200V + 10%.
If the error occurs again, replace the servo control circuit board or the motor.",,,,
4311,ENCODER BACK-UP ERROR,,,,"Encoder resetting (initialization) not completed
The position data in the encoder was lost due to the voltage drop of encoder backup battery.","Reset the alarm, and then perform the home positioning again. Confirm that the encoder backup battery voltage is 2.8V or more.
If the error occurs again, replace the encoder (motor).",,,,
4312,ENCODER BATTERY ERROR,,,,"Encoder backup battery voltage is too low.
The voltage of the encoder backup battery is below 2.8V.  The position data may be lost.","Confirm that the encoder backup battery voltage is 2.8V or more.  If not, replace the battery.",,,,
4313,SERIAL ENCODER OVER HEAT,,,,"The temperature of the encoder exceeded 100 ?C.
Encoder thermistor failure","Review the load condition and ambient operating temperature.
Confirm that the primary power supply voltage is 200V + 10%.
If the error occurs again, replace the servo control circuit board or the motor.",,,,
4314,SERIAL ENCODER BATTERY ERROR,,,,"Encoder backup battery voltage is too low.
The voltage of the encoder backup battery is below 2.8V.  The position data may be lost.","Confirm that the encoder backup battery voltage is 2.8V or more. If not, replace the battery.",,,,
4315,COLLISION DETECT,,,,"A collision was detected because of the interference between the robot and a peripheral device.
The external force applied to the robot exceeded the threshold.","Reset the alarm, and then remove the object or move the robot back to a safe position.
If the alarm cannot be reset, invalidate the collision detection level setting file or set the detection level higher.",,,,
4316,PRESSURE DATA LIMIT,,,,The pressure set in the gun pressure file or dry spotting pressure file exceeded the maximum pressure set in the gun condition file.,Reset the pressure value in the gun pressure file or dry spotting pressure file below the maximum pressure value.,,,,
4317,PRE-LOAD ERROR,,,,The motor does not operate in the pre-load process.,Adjust the gun opening.,,,,
4318,SERIAL ENCODER CORRECT LIMITATION OVER,,,,The speed feedback value of the serial encoder exceeded the allowable limit.,"Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
4320,OVER LOAD (CONTINUE),,,,"The motor torque continuously exceeded the rated torque for a certain period due to:
- Motor cable disconnection
- Incorrect motor type
- Motor failure
- Defective board
- External force applied to robot, etc.","Check the motor, board, robot motion (influence by external force), and taught orientation.",,,,
4321,OVER LOAD (INSTANT),,,,"The torque a several times as much as the rated torque has been applied to the motor due to:
- Motor cable disconnection
- Incorrect motor type
- Motor failure
- Defective board
- External force applied to robot, etc.","Check the motor, board, robot motion (influence by external force), and taught orientation.",,,,
4322,AMPLIFIER OVER LOAD (CONTINUE),,,,The current a several times as much as the rated current has continuously flown in the amplifier for a certain period.,"Check the wiring and connection for the motor power line, board, cable disconnection, motor type, robot interferences, SERVOPACK, and board, etc.
Replace if necessary.",,,,
4323,AMPLIFIER OVER LOAD (INSTANT),,,,The torque a several times as much as the motor rated torque has continuously been applied for a certain period.,"Check the wiring and connection for the motor power line, motor type, robot interference, SERVOPACK, and circuit boards.
Replace if necessary.",,,,
4324,CONVERTER OVER LOAD,,,,The total load value of all the motors connected to the converter exceeded the converter rating.,"Review the robot operating condition such as reducing the teaching speed, etc.",,,,
4326,SPEED ERROR,,,,"The speed exceeded the limit due to:
- Motor cable disconnection
- Incorrect motor type
- Motor failure
- Defective board
- External force applied to robot, etc.","Check the motor, board, robot motion (influence by external force), and taught orientation.",,,,
4327,MOTOR ROTATION ERROR,,,,"While the motor is accelerating, the direction of the torque and the speed was detected as being the opposite of what it was supposed to be.",Check the wiring and connection for the encoder and the motor power line.,,,,
4328,SERVO TRACKING ERROR,,,,The axis deviated from the specified position and motion path beyond the allowable range.,"Check the robot interferences and motor power line.
If the error occurs again, replace the servo control circuit board, and/or the amplifier or motor of the corresponding axis.",,,,
4329,POSITION ERROR,,,,"The number of pulses generated by one motor rotation does not agree with the specified value due to:
- Noise from external devices
- Defective board
- Motor failure","Check for the external noise.
Provide noise protection such as installing a ferrite core if required.
If the error occurs again, replace the servo control circuit board, external axis servo control circuit board, and/or motor.",,,,
4330,SPEED MONITORING INSTRUCTION CABLE DISCONNECTIO N,,,,The read speed monitoring level signal is disconnected.,Check the connection cables for speed monitoring unit.,,,,
4331,SPEED MONITORING LEVEL ERROR,,,,Illegal speed monitoring level,"Turn the power OFF and back ON.
If the error occurs again, replace the AXA01 circuit board.",,,,
4332,POSITION ERROR (SERIAL ENCODER),,,,"The number of pulses generated by one motor rotation does not agree with the specified value due to:
- Noise from external devices
- Defective board
- Motor failure","Check for the external noise.
Provide noise protection such as installing a ferrite core if required.
If the error occurs again, replace the servo control circuit board, external servo control circuit board, and/or motor.",,,,
4334,OVER VOLTAGE (CONVERTER),,,,"The DC voltage supplied to the amplifier exceeded 420V due to:
- Overloaded
- Converter failure
- Defective servo control circuit board","Check the primary power supply voltage. Reduce the teaching speed and check if the error occurs. If the error does not occur with the reduced speed, review the load condition.
If the error occurs again, replace the servo control circuit board and/or the converter.",,,,
4335,EARTH FAULT,,,,"Ground fault of the motor power line occurred due to:
- Motor failure
- Ground fault of motor line or lead cables
- Defective servo control circuit board
- Defective SERVOPACK","Check the motion connection.
Remove the motor connector to check the conduction.
If there is conduction, replace the lead cable; if there is no conduction, replace the servo control circuit board.",,,,
4336,"OPEN PHASE
(Converter)",,,,"The SERVOPACK primary power supply is open-phase due to:
- Misconnection of primary power supply
- Lowered primary power supply voltage
- Defective servo control circuit board
- Defective converter","Correct the SERVOPACK primary power supply connection,
Confirm that the power supply voltage is more than 170V.
If the error occurs again, replace the servo control circuit board.",,,,
4337,OVER CURRENT (AMPLIFIER),,,,"Ground fault of the motor power line occurred due to:
- Motor failure
- Ground fault of motor line or lead cables
- Defective servo control circuit board
- Defective amplifier","Check the motion connection.
Remove the motor connector to check the conduction. If there is conduction, replace the lead cable; if there is no conduction, replace the servo control circuit board.
If no fault is found, turn OFF the power supply to cool down the motor. If this natural cooling solves the problem, the load condition and ambient operating temperature must be reviewed and corrected.",,,,
4338,REGENERATION ERROR (CONVERTER),,,,"The regenerative energy at motor deceleration is too large.
- The primary power supply voltage is too high (above 242V)
- Converter failure
- Defective servo control circuit board","Review the load condition and teaching speed.
Confirm that the power supply voltage is 220V ?10%.
If the error occurs again, replace the servo control circuit board.",,,,
4339,INPUT POWER OVER VOLTAGE (CONV),,,,The SERVOPACK primary power supply voltage exceeded 242V.,"Confirm that the power supply voltage is 220V ?10%.
If the error occurs again, replace the servo control circuit board or the converter.",,,,
4340,TEMPERATURE ERROR (CONVERTER),,,,SERVOPACK (converter) overheat,"Confirm that the power supply voltage is 220V ?10%.
If the error occurs again, replace the servo control circuit board or the converter.",,,,
4344,LINEAR SERVO FLOAT TRACKING ERROR,,,,"The deviation of X, Y, and Z-axis exceeded the allowable limit while the linear servo float was in execution.",Check the job.,,,,
4345,LINK SERVO FLOAT ERROR,,,,The link servo float can not be executed while the linear servo float is in execution.,Check the job.,,,,
4346,LINK SERVO FLOAT LIMITATION TORQUE RANGE ERROR,,,,The limit torque of the link servo float condition file is outside the specified range.,Set the limit torque of the link servo float condition file again.,,,,
4347,LINEAR SERVO FLOAT LIMITATION TORQUE RANGE ERROR,,,,The limit torque of the linear servo float condition file is outside the specified range.,Set the limit torque of the linear servo float condition file again.,,,,
4348,LINEAR SERVO FLOAT COORDINATES TYPE UNMATCH,,,,"While the linear servo float was in execution, another request of linear servo float execution was sent with a different coordinates specified.",Check the job.,,,,
4349,LINEAR SERVO FLOAT TOOL POSE CONTROL SPECIFICATION ERROR,,,,A logical error occurred in the designation for tool orientation control of the linear servo float.,"Reset the alarm, and then try again. Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
4350,LINEAR SERVO FLOAT EXECUTION ERROR,,,,"While the servo float was in execution, the linear servo float can not be executed.",Check the job.,,,,
4351,BELT DISCONNECTIO N DETECTION,,,,The driving belt may be disconnected because the torque decreased below the normal value.,"Check the belt, and replace it if necessary.",,,,
4352,TWIN DRIVE OVER DEVIATION,,,,The deviation of the position error pulse from the twin drive axis exceeded the allowable limit with twin drive function.,Check the load.,,,,
4353,DEFECTIVE TAUGHT POINT (ENDLESS),,,,Endless motion impossible The feedback pulse value exceeded the maximum value (maximum number of pulses ? 536870912),Reset the alarm.,,,,
4354,FILE NO. ERROR (SHOCK LEVEL),,,,The collision detection file for exclusive use for the SVSPOT is used with the SHCKSET instruction.,Do not use the collision detection file for exclusive use for the SVSPOT with the SHCKSET instruction.,,,,
4355,EXTERNAL PRES DETECT (SERVOFLOAT),,,,An external force above the threshold was detected on the servo-float executing axis.,Check the job.,,,,
4356,ARM CTRL PARAMETER ERR (OBSERVER),,,,The search of motor-gun equalizing function cannot be executed because no observer (including collision detection) is specified.,"If the error occurs again, contact your Yaskawa representative.",,,,
4357,IMPOSSIBLE SRCH (EQUALIZE TEACH),,,,The robot orientation at the execution of search of the motor- gun equalizing function is the orientation for the singular point.,Check the job.,,,,
4358,DUPLICATE PRESS ERROR,,,,The pressuring instruction was executed with manual pressurization during pressuring.,Do not execute the pressuring instruction with manual pressurization during pressuring.,,,,
4359,CONVERTER ERROR,,,,An error occurred in the converter.,"Turn the power OFF then back ON.
If the error occurs again, replace the servo control circuit board or the converter.",,,,
4360,WAFER ALIGNMENT ERROR (SERVO),,Decim al data,,An error occurred in communications with the prealigner.,Check the connection of prealigner.,,,,
4365,EXCESSIVE DETECTION RANGE (GUN ELECTRODE HIT POINT),,Physic al axis bit,,"In comparison to the position, where the gun electrode hits the welded target, at the previous wear detection, the position during pressuring exceeded the allowable limit which had been set in the motion limit for which the fixed (movable) gun electrode hits the welded target.","The error could occur due to the tip removed or the tip mis-installation.  Verify the pressuring status.
Adjust the set value of the gun condition file.",,,,
4366,GUN BENDING CORRECTION ERROR,,Cntrl grp bit design ation,,The function of gun bending correction was performed to the model which was not supported for the function.,Invalidate the bending correction function. Contact your Yaskawa representative.,,,,
4367,ROBOT POSITION ERROR,,Cntrl grp bit design ation,,The robot orientation at pressuring is the orientation for the singular point.,Check the job.,,,,
4371,SYSTEM ERROR (SERVO),,Decim al data,,The independent brake control was performed in TU which was not supported for the control.,"Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
4372,SERVO ON SIGNAL ERROR,,,,The servo OFF status is sent from TU.,"Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
4400,NOT READY (ARITH),,,,The arithmetic process for motion control did not complete within regulated time.,,,,,
,,,1,,No motion command was prepared.,"Reset the alarm, and then try again. Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,2,,The arithmetic processing section is not ready for JOG operation.,,,,,
,,,3,,The arithmetic processing section is not ready for the playback operation.,,,,,
,,,4,,The prereading processing in the arithmetic processing section has not completed.,,,,,
,,,5,,The arithmetic processing section is not ready for the timer follow-up of the conveyor tracking function.,,,,,
,,,6,,The prereading processing in the arithmetic processing section has not completed when specifying the target position.,,,,,
4401,SEQUENCE TASK CONTROL ERROR,,,,An error occurred in job execution process.,,,,,
,,,1,,Unused A_BANK does not exist in the prereading processing of move instruction.,"Reset the alarm, and then try again. Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,2,,Unused bank priority does not exist in the prereading processing of move instruction.,,,,,
,,,5,,A_BANK pointer is not set.,,,,,
,,,6,,A_BANK conversion could not be performed.,,,,,
,,,7,,The specified A_BANK number does not exist.,,,,,
,,,20,,An error occurred when system number (MSS) was obtained.,,,,,
,,,21,,An error occurred in RMS960 system call.,,,,,
4401,SEQUENCE TASK CONTROL ERROR,,,,An error occurred in job execution process.,,,,,
,,,22,,Undefined interrupt command was received.,"Reset the alarm, and then try again. Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,23,,Job start condition is not defined.,,,,,
,,,24,,An error occurred in instruction prefetch queue operation.,,,,,
,,,26,,Intermediate code is not defined.,,,,,
,,,29,,Instruction prereading processing has not been completed normally.,,,,,
,,,30,,An error occurred in job data change.,,,,,
,,,31,,The specified sequence number at job execution start is incorrect.,,,,,
,,,32,,The added area for interruption command is incorrect.,,,,,
,,,33,,System number (MSS) for interruption command is incorrect.,,,,,
,,,38,,An error occurred at start of twin synchronous operation.,,,,,
,,,39,,An error occurred when SYNC specification was reset.,,,,,
,,,41,,An error occurred in occupation control group setting in MOTION.,,,,,
,,,45,,An error occurred in path/trace control.,,,,,
,,,47,,An error occurred when waiting for a completion of main system task (job) in SYNC specification.,,,,,
,,,48,,An attempt was made to execute an instruction that could not be executed at line sequence execution.,,,,,
,,,80,,An exceptional error occurred in job execution process.,,,,,
,,,100,,Main processing command is incorrect in prereading processing.,,,,,
,,,101,,Subprocessing command is incorrect in prereading processing.,,,,,
,,,102,,Prereading processing has not been completed at job execution.,,,,,
,,,103,,A_BANK conversion has not been completed.,,,,,
,,,104,,System number (MSS) is incorrect in prereading processing.,,,,,
,,,105,,An error occurred in instruction prefetch queue operation in prereading processing.,,,,,
,,,106,,An error occurred at IES switching in prereading processing.,,,,,
4402,UNDEFINED COMMAND (ARITH),,,,An undefined command was issued to the path control section.,"Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
4404,ARITHMETIC ERROR,,,,An error occurred in the arithmetic process for coordinates.,,,,,
,,,1,,The S-arm and L-arm of a scalar type robot are aligned in a straight line.  Interpolation such as linear and circular interpolation is impossible in such orientation.,"Change the positions so that two arms are not aligned in a straight line.
Change the step (move instruction), where the alarm occurred, to MOVJ.",,,,
,,,2,,"When a vertically-articulated robot was moved by a special linear interpolation, the R-axis angle could not correctly be calculated.",Change the position in the step (move instruction) where the alarm occurred.,,,,
,,,3,,"When a vertically-articulated robot was moved by a special linear interpolation, the L-axis angle could not correctly be calculated.",,,,,
,,,4,,"The L-arm and U-arm of a vertically-articulated robot are aligned in a straight line.
Interpolation such as linear and circular interpolation is impossible in such orientation.","Change the positions so that two arms are not aligned in a straight line.
Change the step (move instruction), where the alarm occurred, to MOVJ.",,,,
,,,6,,"The L-arm and U-arm of a vertically-articulated robot are aligned in a straight line.
Interpolation such as linear and circular interpolation is impossible in such orientation.",,,,,
,,,7,,The TCP of the robot is out of working envelope.,"Perform the teaching again so that the TCP of the robot is always within the working envelope.
Change the shift value so that the TCP of the robot is always within the working envelope.",,,,
,,,8,,Interpolation such as linear and circular interpolation cannot be performed with this robot.,"Change the step (move instruction), where the alarm occurred, to MOVJ.",,,,
,,,9,,Specified motion cannot be performed with this robot.,Correct the taught point.,,,,
4405,SELECT ERROR (PARAMETER),,1,,"A parameter error occurred in the path control section.
Selection error of motion system parameter","Reset the alarm, and turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
4406,GROUP AXIS CONTROL ERROR,,,,An internal control error occurred in a coordinated motion.,,,,,
,,,1,,Designation error for master and slave,"Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
,,,2,,Slave designation error,,,,,
,,,3,,Slave interpolation error,,,,,
,,,4,,No designation of master axis,,,,,
,,,5,,No designation of slave axis,,,,,
,,,6,,Master-axis designation error for JOG motion,,,,,
,,,7,,Slave-axis designation error for JOG motion,,,,,
,,,8,,Occupation control error,,,,,
4406,GROUP AXIS CONTROL ERROR,,,,An internal control error occurred in a coordinated motion.,,,,,
,,,9,,Designation error of occupation control for JOG motion,"Reset the alarm, and then try again. If the error occurs again, contact your Yaskawa representative.",,,,
,,,10,,Designation error of occupation control for Bank position,,,,,
,,,11,,Designation error of occupation control group for tracking motion,,,,,
,,,12,,No master and slave designated for tracking motion,,,,,
4407,TWO STEPS SAME POSITION (CIRC),,,,"Among three taught points in a circular interpolation step, two or three points are on the same point.",Teach the different 3 points again.,,,,
4408,TWO STEPS SAME POSITION (SPLINE),,,,"Among three taught points in a spline interpolation step, two or three points are on the same point.",Teach the different 3 points again.,,,,
4409,TWO STEPS SAME POSITION (3 POINTS),,,,"Among three taught points to create an user coordinate system, two or three points are on the same point.",Teach the different 3 points again.,,,,
4410,TWO STEPS SAME POSITION (WEAV),,,,"Among three taught points (start, end, and reference points) to create a weaving coordinate system, two or three points are on the same point.",Teach the different 3 points again.,,,,
4411,TEACH ERROR (SPLINE),,,,"The spline interpolation could not correctly be performed.
The distance between the teaching points in the spline interpolation section is not equidistant.",Teach the positions so that the distance between the teaching points is even.,,,,
